,label,left,top,width,height,HITId,AssignmentId,WorkerId,ca,no,tr,fr
1571,Object held in hand,429.0,376.0,614.0,307.0,3VQTAXTYO6KQL22TQJLZJR7869RBU2,3KJYX6QCMDAZ3KNY93DN2LOQVU4JVE,A1L3AMVT1UIZPD,car,8,hodgepodge,25
1572,Object held in hand,397.0,391.0,635.0,324.0,3S1WOPCJGJSFEP3JOBJBDX4ISQ1JE9,3A0EX8ZRNCNAPVKRQMNQBW9755AYBS,A1M1E62KXCDNL0,car,8,hodgepodge,31
1573,Object held in hand,426.0,390.0,592.0,303.0,3W31J70BBVVVSBPNA5DSOO4SM3QKCI,3BXQMRHWK3XPRD4J7AGAMREOLHCMUI,A18R8GG33EVI6C,car,8,hodgepodge,37
1574,Object held in hand,431.0,358.0,592.0,319.0,3MA5N0ATUFA469VSRWDT0IBVEJ8KWR,3180JW2OT8BI5Q8J3CVAYNURI5MJ5P,A3S5AA4R3RIEEP,car,8,hodgepodge,43
1575,Object held in hand,404.0,327.0,653.0,399.0,30QQTY5GNNJ3JQZ3D29JEPLCNJ17UD,3TXD01ZLD8G9NNFD16GE0XXOZQ7U4B,A2WPHVMLLEV5ZB,car,8,hodgepodge,49
1576,Object held in hand,420.0,362.0,574.0,403.0,3V8JSVE8Z1P59EYIABKENKJ65UHEY5,30MVJZJNHQC16DAV628RA3ZT42T9JW,A1L3AMVT1UIZPD,car,8,hodgepodge,55
1577,Object held in hand,145.0,428.0,667.0,362.0,3A3KKYU7Q6GZWXVVC8Q9FV3Z3O2MWX,3HVVDCPGTIRALHE8Q8EBBQFTBCBTYE,A1CPNA5L0J834N,car,8,hodgepodge,61
1578,Object held in hand,42.0,360.0,765.0,370.0,3L2OEKSTXC9O0DORX8YEVANKURC8YT,386PBUZZXJWW7FB4VZBHFCQO4VAJL1,A3SSR32EZYJ8QD,car,8,hodgepodge,67
1579,Object held in hand,134.0,267.0,754.0,359.0,3FO95NVK6FZXMWREXBCP45UO3YARSG,33OOO72IVLKXIED3UGWMEZNA8PKTCZ,A2C7EYRPWL8B3L,car,8,hodgepodge,73
1580,Object held in hand,564.0,385.0,326.0,307.0,3CMIQF80HQPSNXEHDJKMYAORPNAQ6R,3R8YZBNQ9LHEEHQFMVUGT8K9N7Q7Q2,A313LDOJS2HB5G,car,8,hodgepodge,79
1581,Object held in hand,448.0,387.0,766.0,341.0,32XN26MTY2IMIPCPJPW98NF62EYL0T,39K0FND3ALE5C4QL15ZJMQ2UEDGMA0,A3SSR32EZYJ8QD,car,8,hodgepodge,85
1582,Object held in hand,681.0,424.0,689.0,373.0,3MQKOF1EF5NWS3PIZFR6W5G5UACWDR,3GS6S824SUW81ZEOEBABHUOLBN2NWN,A1L5H5KX16J1LS,car,8,hodgepodge,91
1583,Object held in hand,687.0,297.0,546.0,523.0,3UY4PIS8RUKCDE0SRLGOZK25C17N13,3M1CVSFP644WXJODTY603ZMZOFWAQW,A3E7ZJB271LWC4,car,8,hodgepodge,97
1584,Object held in hand,590.0,0.0,521.0,701.0,360ZO6N6K4IOK1INJXGH1BVO5NLM9B,3OHYZ19UGG4TC7BXELEWEURZ9EGOA4,A3760PCQD2MPIO,car,8,hodgepodge,103
1585,Object held in hand,357.0,0.0,568.0,745.0,3YZ7A3YHS8S8H9TG04ZM14PSBGH5SC,3IRIK4HM3EJRGG2RY3OT3PVWOGNC6J,A1H5Q9HRH4RPZU,car,8,hodgepodge,109
1586,Object held in hand,325.0,23.0,561.0,832.0,3AXFSPQOZTX7K33FJM3HVFPI4RJFJQ,39JEC7537Y0CV6HSZBW1FHBV5ALVC2,A3E7ZJB271LWC4,car,8,hodgepodge,115
1587,Object held in hand,281.0,172.0,837.0,540.0,338GLSUI56A0J6M56GCVNGG50ATFS3,34T446B1C4DW25GCWE8CUOL5BDY0C3,A3S5AA4R3RIEEP,car,8,hodgepodge,121
1588,Object held in hand,311.0,342.0,758.0,368.0,3T8DUCXY1Q5SXW87SUHTNPQGZVET9G,36V4Q8R5ZOZXZKX2Q1W5CQHZIV4QMD,A1M1E62KXCDNL0,car,8,hodgepodge,127
1589,Object held in hand,363.0,356.0,704.0,355.0,334ZEL5JY9EUPJZY5JVLAAPJSBNSO5,3RGU30DZTE7GDXTPVBCWFP5D41KJMP,A2Q3C8CCWOU009,car,8,hodgepodge,133
1590,Object held in hand,569.0,844.0,559.0,236.0,3H781YYV7WH9SSZO05XFF3RRQSXETE,3Z4AIRP3CACKCSCPJT8ZM6PPHODX1S,A3E7ZJB271LWC4,car,9,hodgepodge,1
1591,Object held in hand,842.0,361.0,239.0,578.0,38EHZ67RJPR3ZB5VX3MRTSHB90DMGZ,3QY5DC2MXVJJL3C2LNCXR1UFOG0UFJ,A3GJ43NLKYZ7O,car,9,hodgepodge,7
1592,Object held in hand,838.0,344.0,234.0,365.0,3VEI3XUC0UW094BM5U8V90PDGE3PRY,39U1BHVTDPQ95EHK1NLLLWJG2C7T31,A3E7ZJB271LWC4,car,9,hodgepodge,13
1593,Object held in hand,680.0,443.0,320.0,196.0,3RWO3EJEMK8CGZC570TG3970CG81PD,39JEC7537Y0CV6HSZBW1FHBV5APVC6,A3PRFA3M7OSCT5,car,9,hodgepodge,19
1594,Object held in hand,744.0,263.0,208.0,405.0,3BKZLF9912YU6HONJ2FEH18KOX3YQZ,3HSYG7LRBNXGYTZ4SKZS1RDMUL4KKZ,ADI3J1D1WQIO3,car,9,hodgepodge,25
1595,Object held in hand,735.0,187.0,319.0,436.0,39HYCOOPLRK0NRV4VDLJN7EEW81DMK,3DHE4R9OC0AGFRZVDN8933ZZ64XG22,A6KOTWP7N7RLU,car,9,hodgepodge,31
1596,Object held in hand,780.0,420.0,314.0,240.0,3ZRKL6Z1FB26X6I0H0ID51GH1PZGS9,3LQ8PUHQFPRYQ888MWBJBJIHA09IHG,A3E7ZJB271LWC4,car,9,hodgepodge,37
1597,Object held in hand,791.0,438.0,331.0,213.0,3J6BHNX0VCREJFMEZVM64ZY4L74NK3,3JC6VJ2SAFI74X5F96IX5OR8SJW5A1,A3GJ43NLKYZ7O,car,9,hodgepodge,43
1598,Object held in hand,800.0,377.0,419.0,203.0,3N2YPY1GJ9XO5K3D50XUGLFCNDCEVT,39PAAFCODQZTHNJ3LXRR4RBZTWPVTP,A177WHL80AVLKL,car,9,hodgepodge,49
1599,Object held in hand,842.0,329.0,248.0,389.0,3ZICQFRS44H3PZZJ2K0AM1TQZUNZZG,3NS0A6KXC876L2272UHNQE96RC6ZG1,A1I66SKK9RFQSA,car,9,hodgepodge,55
1600,Object held in hand,773.0,360.0,434.0,214.0,3TLFH2L6ZCNHXCN87L2ED2I2TP72T0,3WOKGM4L75FXBUDFMJH3POFM0SXO06,A3E7ZJB271LWC4,car,9,hodgepodge,61
1601,Object held in hand,747.0,196.0,403.0,452.0,3K3G488TS57W4TE380AH64ARTS0Q5C,30BXRYBRP8WGR3SDBDFYCARPPB8WH2,A2WPHVMLLEV5ZB,car,9,hodgepodge,67
1602,Object held in hand,863.0,341.0,305.0,216.0,33K3E8REXZUZ08YHSCCCCWGBSLO8XT,3R6BYFZZPBBB276XQSNKB8TJIYZFXE,A313LDOJS2HB5G,car,9,hodgepodge,73
1603,Object held in hand,807.0,214.0,358.0,356.0,367O8HRHLJ7QLQPGMZGCWCJEBKOS4W,3HSYG7LRBNXGYTZ4SKZS1RDMULUKKP,A3E7ZJB271LWC4,car,9,hodgepodge,79
1604,Object held in hand,634.0,323.0,372.0,239.0,389A2A305RHTFLIJ6C3A54PJ85MC06,3YGXWBAF74GD1TYDFFVE6RBISQSC4B,A2UB4DIAFXKIKU,car,9,hodgepodge,85
1605,Object held in hand,939.0,350.0,268.0,216.0,3MYASTQBHAAR86TWN6S04GYJ69XQDJ,3180JW2OT8BI5Q8J3CVAYNURI635JU,A2PJBSDDN22XIX,car,9,hodgepodge,91
1606,Object held in hand,801.0,350.0,309.0,185.0,3EHVO81VO8KK3IEHONLBU059QPYH1O,38YMOXR4MYY0UE8WFUOUFJ2ZGXN6W6,A3E7ZJB271LWC4,car,9,hodgepodge,97
1607,Object held in hand,748.0,316.0,395.0,261.0,36BTXXLZ3Y7EKBP37AG762EIPI74RM,3VHP9MDGRRJNZ9V2ZWRXXV89HG7FC8,A1L3AMVT1UIZPD,car,9,hodgepodge,103
1608,Object held in hand,808.0,161.0,343.0,432.0,36FQTHX306Q6M8PABZPYWIH8TW73BM,3GM6G9ZBKRWAR0PU75Q0HVSM23GMT2,A1L3AMVT1UIZPD,car,9,hodgepodge,109
1609,Object held in hand,849.0,297.0,307.0,205.0,3INZSNUD93PLG7CA64HEIL8UW9U9DH,3K772S5NPCAMA36MQDLSQ4KPI73EH4,A3E7ZJB271LWC4,car,9,hodgepodge,115
1610,Object held in hand,777.0,334.0,373.0,216.0,3M67TQBQRKNNI09YMUQCSK0OB6YA9H,3XM0HYN6NOYENK4A9QTXZDMG4YDEP9,A1ECLPJ8TOEKJ3,car,9,hodgepodge,121
1611,Object held in hand,677.0,336.0,376.0,197.0,3VZYA8PIURX8G094R2G2RYJ9GO150S,3180JW2OT8BI5Q8J3CVAYNURI6Y5JP,A2UB4DIAFXKIKU,car,9,hodgepodge,127
1612,Object held in hand,715.0,376.0,392.0,175.0,3T5ZXGO9EHNUB7YSFOHXV8HMUR9QZK,3BF51CHDTZ9NJDRSI6MD5FILO6W0H7,A2C7EYRPWL8B3L,car,9,hodgepodge,133
1613,Object held in hand,652.0,491.0,540.0,294.0,38VTL6WC5DC5DV5PZARBJQDTS1I5YV,32RIADZISW3T8AN9C1LELWF0ETSS4Z,A3KQEFX15OV461,car,10,hodgepodge,1
1614,Object held in hand,667.0,482.0,549.0,327.0,3OREP8RUU5A7GK1Y6EWIFC6HX1CGB7,3IOEN3P9SBI7TDSTI6Z9MTC5KKE162,A3NPSVXD85WT0J,car,10,hodgepodge,7
1615,Object held in hand,673.0,451.0,534.0,403.0,32TZXEA1POJQR6QM9G1S0BW5LK914J,3DY46V3X3THAYRTYEARGXDBM04Q55O,A3S5AA4R3RIEEP,car,10,hodgepodge,13
1616,Object held in hand,701.0,526.0,459.0,432.0,3S37Y8CWJBZJS76P64QDT1MZHXN4WQ,3S4AW7T80FH64XSJSSOD9A15MZGL4A,A23K0YTNUJ0GKR,car,10,hodgepodge,19
1617,Object held in hand,726.0,529.0,438.0,530.0,3XABXM4AK44FRBX56YHKIOKIVIZ8QU,3M0NZ3JDP5X855DNLYYWMHIH1485Z7,A3E7ZJB271LWC4,car,10,hodgepodge,25
1618,Object held in hand,671.0,569.0,445.0,470.0,307L9TDWK1R8NHE7EPU7NDH2ALL3NB,3OE22WJIGMNGCS2BZ3NR30YTVILQUL,A3E7ZJB271LWC4,car,10,hodgepodge,31
1619,Object held in hand,695.0,522.0,432.0,442.0,35ZRNT9RVLXQ52EJF4UK22H70VO3OO,39O5D9O87XRSJXF9F1QVWMJCEQQ3CB,A32F420NFLF032,car,10,hodgepodge,37
1620,Object held in hand,754.0,452.0,321.0,568.0,3SZYX62S6JZMYB9OC11B6DTWO2775U,34PGFRQONSACI9N3ZDIJON74236JWO,A2FCGEU5RTEWG8,car,10,hodgepodge,43
1621,Object held in hand,767.0,500.0,279.0,518.0,306W7JMRZ1XSN5VGNGKUNZPJ9IWB8J,33NF62TLXN1LN9TMAZZG0CD9FVHJKA,A3760PCQD2MPIO,car,10,hodgepodge,49
1622,Object held in hand,645.0,553.0,508.0,451.0,3QD8LUVX50XGDQFFUE590C6KQVHX5A,3TUI152ZZFM03VBDXFD7SYTWKK41QB,A3SSR32EZYJ8QD,car,10,hodgepodge,55
1623,Object held in hand,637.0,539.0,527.0,423.0,3OCZWXS70R6LDWYQGV2LPIBXJM95LY,36V4Q8R5ZOZXZKX2Q1W5CQHZIV1QMA,A1I66SKK9RFQSA,car,10,hodgepodge,61
1624,Object held in hand,693.0,708.0,425.0,372.0,3OID399FYJ6UHH3N9QH6SHU5Z7QDFE,3ZSY5X72N1ALBOXEGW0I9KG99IAROL,A1L3AMVT1UIZPD,car,10,hodgepodge,67
1625,Object held in hand,670.0,617.0,416.0,463.0,3EPG8DX9MNPB4HDO8NVS6ZKHOWC5PY,34FNN24DCQ880F3IPCWD8A9FVA3Y58,A17H4056SPXO80,car,10,hodgepodge,73
1626,Object held in hand,668.0,599.0,430.0,481.0,3QI9WAYOHTA40DTU5N9RTA3S7BTS6G,3LRKMWOKB9GG68U03FWYOAF5HUG2Z2,A3S5AA4R3RIEEP,car,10,hodgepodge,79
1627,Object held in hand,735.0,354.0,439.0,726.0,33KMQD9OGMD1LFN70UG84X7SF8Z776,36H9ULYP66TA7N189O8JKZL47ZYJF6,A1L3AMVT1UIZPD,car,10,hodgepodge,85
1628,Object held in hand,816.0,119.0,445.0,880.0,3OZ4VAIBF0EWG0P5J18LD1S4SL7JVI,3SKEMFQBZ74W3SX3JV2PBM4VZLUK80,A3E7ZJB271LWC4,car,10,hodgepodge,91
1629,Object held in hand,657.0,132.0,731.0,872.0,3FO95NVK6FZXMWREXBCP45UO3Y4RSA,3L4D84MIL3RULJSE4EWJNKXHNE6JHZ,A3PRFA3M7OSCT5,car,10,hodgepodge,97
1630,Object held in hand,438.0,413.0,1024.0,662.0,3JHB4BPSGN8F5GGFBQNYIKFTFOG9QJ,3GM6G9ZBKRWAR0PU75Q0HVSM23EMT0,A1L3AMVT1UIZPD,car,10,hodgepodge,103
1631,Object held in hand,338.0,247.0,1062.0,540.0,3I4E7AFQ3NYH38LGE686CJ4JV0RTJC,3B837J3LDSV09GP7NDHRTPQA67TSRZ,A1L3AMVT1UIZPD,car,10,hodgepodge,109
1632,Object held in hand,297.0,556.0,818.0,524.0,3S1WOPCJGJSFEP3JOBJBDX4ISQ5EJ8,304SM51WA73DT98IRGV1TAL6OLVSBR,A72ON2HDM22OZ,car,10,hodgepodge,115
1633,Object held in hand,720.0,250.0,664.0,608.0,3QX22DUVPRGMH8VQMYLDTTKLWF1MVO,3WAKVUDHU0F66AXW34EL39HYQSH7US,A1DRCYCS1YAPTR,car,10,hodgepodge,121
1634,Object held in hand,48.0,528.0,811.0,540.0,3V7ICJJA0DFR448EBDUH6N9E7W5B4H,3JCG6DTRV7POKZVUIU3MTZ14SXPQQQ,A32F420NFLF032,car,10,hodgepodge,127
1635,Object held in hand,579.0,683.0,697.0,397.0,3LG268AV4B5WCDMWWGSKFOQ9271ER2,39N5ACM9HIMXSODT1FDB7ZL5D1V9PS,A3E7ZJB271LWC4,car,10,hodgepodge,133
1636,Object held in hand,597.0,360.0,816.0,549.0,3QI9WAYOHTA40DTU5N9RTA3S7BVS6I,3JRJSWSMQLK7GVZNBSWQMAJFZ2G3EH,A2Q3C8CCWOU009,car,10,hodgepodge,139
1637,Object held in hand,813.0,393.0,166.0,181.0,37G6BXQPMTKW0C7WJ13KAYG46LVQE9,3H8DHMCCWDA8KNTU03D5XEIWACMDKU,A3GJ43NLKYZ7O,car,11,hodgepodge,1
1638,Object held in hand,777.0,413.0,299.0,277.0,3AC6MFV6ANHHYEZPWYU3MUPL34BHZD,30OG32W0SYAEKZSXTBG5VOHL4J6EN7,A1L3AMVT1UIZPD,car,11,hodgepodge,7
1639,Object held in hand,751.0,261.0,209.0,329.0,3RZS0FBRXN9W32M3NXI0K5QRGD0PCS,3VD82FOHKUNH5M8VYZANKPHN9H3COW,A1N274L13ZKKI5,car,11,hodgepodge,13
1640,Object held in hand,886.0,378.0,226.0,283.0,3XDJY5RK6VK603HKB4BCBD12WH5U4A,3RSDURM96EL8WYWB0DPGC4FS82PEYA,A2C7EYRPWL8B3L,car,11,hodgepodge,19
1641,Object held in hand,752.0,341.0,298.0,289.0,3D4BBDG70KVPWDHGPZLT72NQBH4C3Z,3LOTDFNYABYWD717GNRY9PFC9WBFW3,A3GJ43NLKYZ7O,car,11,hodgepodge,25
1642,Object held in hand,700.0,534.0,221.0,251.0,3H1C3QRA14IS6BXDEJ2PQTRN26YCEU,3NVC2EB65UY5M0GEBT8KTDBVHEO3YZ,A10249252O9I20MRSOBVF,car,11,hodgepodge,31
1643,Object held in hand,788.0,370.0,329.0,192.0,3QE4DGPGCUANVLGPRZMV7Y0BN9X4GR,3E7TUJ2EGGLO3RA3W6MG754GZIXD9N,A3E7ZJB271LWC4,car,11,hodgepodge,37
1644,Object held in hand,800.0,263.0,384.0,316.0,3Y7LTZE0ZWLM3059WX1259EBXCBUZP,3RJSC4XJ14TB3K7XH4L4GIFVJXO059,A2WPHVMLLEV5ZB,car,11,hodgepodge,43
1645,Object held in hand,778.0,317.0,302.0,235.0,3R15W654WGSA6IHO0NQONT6OFI1LQW,3G5W44VEUBHBW73L2TED3ZLTN4NKGW,A3E7ZJB271LWC4,car,11,hodgepodge,49
1646,Object held in hand,722.0,323.0,342.0,234.0,3UQ1LLR27D7IJ2A7BRT2XTRJB0EALD,3TAYZSBPLP7J5W8M8N2QSHI2UFQS2X,A28BGMSZT2H6LD,car,11,hodgepodge,55
1647,Object held in hand,684.0,389.0,330.0,253.0,3V8JSVE8Z1P59EYIABKENKJ65UFEY3,3YW4XOSQKUKSVOIUEOXC2ZQLN6Z1U7,A38USNFPASG5WW,car,11,hodgepodge,61
1648,Object held in hand,757.0,339.0,274.0,323.0,3DWGDA5PPI3PLJ91TC2F91WIY4A1VZ,3U84XHCDIGCQ9M9N7TFMHPC318KZ43,A313LDOJS2HB5G,car,11,hodgepodge,67
1649,Object held in hand,748.0,526.0,335.0,405.0,39O6Z4JLY5WXBKUU05NM4A0J3JNVXJ,3NXNZ5RS1EW8MI9T5TJU7DUKD7I97E,A1L3AMVT1UIZPD,car,11,hodgepodge,73
1650,Object held in hand,786.0,79.0,279.0,385.0,329E6HTMTZ17FBT4HC2RVL0YGQDK3K,3IO1LGZLKDWP4DCEHR8O13ZDYQ668D,A1L3AMVT1UIZPD,car,11,hodgepodge,79
1651,Object held in hand,710.0,208.0,331.0,283.0,30Z7M1Q8V1JN4VQOH2KYSO5DR0B8AL,382M9COHELERFPC6QCSR9J9FCEGUEU,A2PJBSDDN22XIX,car,11,hodgepodge,85
1652,Object held in hand,678.0,210.0,452.0,391.0,3MQKOF1EF5NWS3PIZFR6W5G5UABWDQ,3UNH76FOCW468MOOHBDZPCK1H5RYMW,A3SSR32EZYJ8QD,car,11,hodgepodge,91
1653,Object held in hand,745.0,251.0,289.0,329.0,3Z8UJEJOD2CNYFADDFB25CMI5W593J,33PPO7FECZEHES3600STKY3JI8EDI0,AG8PCITDPLLKU,car,11,hodgepodge,97
1654,Object held in hand,830.0,216.0,226.0,390.0,3P4C70TRNUGJTTNAXRLCTF2M9VLGLP,3PJ71Z61R81UBWURGD2L6337AKV91S,A1L5H5KX16J1LS,car,11,hodgepodge,103
1655,Object held in hand,615.0,320.0,428.0,339.0,3PEG1BH7BHQCI6XHW5HXD4YA4IQKBB,3IUZPWIU1S67TTTLHYIVP27HHSVWKP,A3S5AA4R3RIEEP,car,11,hodgepodge,109
1656,Object held in hand,647.0,243.0,375.0,395.0,3ODOP6T3BVJXGR8ISK165U6ADQO424,3Z7ISHFUH4URSNWPJW5ZY1S83U48Z7,ALOYY3E72AQ1K,car,11,hodgepodge,115
1657,Object held in hand,759.0,307.0,377.0,292.0,3UEDKCTPAYPPGUURJO5H82CELSXK7N,3OHYZ19UGG4TC7BXELEWEURZ9DPOAB,A3PRFA3M7OSCT5,car,11,hodgepodge,121
1658,Object held in hand,653.0,325.0,398.0,209.0,3YCT0L9ONP8C7YZM44V8VLPE21ISNQ,3WZ36BJEV7FE89LXGG0R3FHSQ48TBG,A177WHL80AVLKL,car,11,hodgepodge,127
1659,Object held in hand,587.0,302.0,359.0,188.0,35O6H0UNMVFFI6AQDAQ893Y5FX4J5A,3NLZY2D53TODT2FHQPVQCD2AIQDLQ5,A3E7ZJB271LWC4,car,11,hodgepodge,133
1660,Object held in hand,662.0,537.0,620.0,299.0,3MYASTQBHAAR86TWN6S04GYJ69ZDQ8,32SCWG5HIL3AA5BV38AZNPU3N0S6PJ,A39J5RLVDTM6SM,car,12,hodgepodge,1
1661,Object held in hand,739.0,644.0,736.0,254.0,359AP8GAHJJ7XWI3RBOJKJZ6GJV7C4,3QIYRE09Y7GF0YYLHNLQO4YRFAAN15,ADI3J1D1WQIO3,car,12,hodgepodge,7
1662,Object held in hand,532.0,798.0,758.0,282.0,3LOJFQ4BP0E5X3V1A1838UMA736DKF,30BXRYBRP8WGR3SDBDFYCARPPB4HWJ,A3760PCQD2MPIO,car,12,hodgepodge,13
1663,Object held in hand,853.0,819.0,355.0,261.0,3QXFBUZ40NFMCJA465DDK2Y5MMIUG1,3BDCF01OG1TM2463HZCKPZ5CH06YLZ,A313LDOJS2HB5G,car,12,hodgepodge,19
1664,Object held in hand,835.0,741.0,536.0,339.0,3OPLMF3EV8MP3L4WKVY7JZBJA78LN3,3P4RDNWND95UHE3YAWE4NWYWNRPJIW,A1L3AMVT1UIZPD,car,12,hodgepodge,25
1665,Object held in hand,845.0,896.0,536.0,184.0,31SIZS5W6CEL9GC157NK95FNLALQRM,3DIP6YHAPGRTHS5TN9RMDRRQFOTE85,A1L5H5KX16J1LS,car,12,hodgepodge,31
1666,Object held in hand,1040.0,738.0,471.0,342.0,3BCRDCM0PGT6CUGM0E0P2OCIQHGK6R,33LKR6A5KIJDVB35EJ72X34J4SE1T2,A18R8GG33EVI6C,car,12,hodgepodge,37
1667,Object held in hand,920.0,570.0,935.0,510.0,3AA88CN99S28VEQS6XVHLFWBPR9YK5,3ZGVPD4G6XGAQ7ODMUGUPXOVH7UTZM,A1H5Q9HRH4RPZU,car,12,hodgepodge,43
1668,Object held in hand,877.0,544.0,447.0,301.0,3SX4X51T938QPND4OJ9UPAVD65FAOQ,33L7PJKHCKXV6BNQD4GHCDRRIXD8TK,A177149MJHLHUO,car,12,hodgepodge,49
1669,Object held in hand,606.0,747.0,496.0,323.0,3P0I4CQYW16NW0G7PO5M7ZS4YOLWOQ,3TVRFO09GOEX2ZGTC3QI6LY3FUHXLX,A3E7ZJB271LWC4,car,12,hodgepodge,55
1670,Object held in hand,1120.0,796.0,614.0,284.0,3IYI9285XVZ0HRJ5SKDGN94F7ERJCJ,3DHE4R9OC0AGFRZVDN8933ZZ64I2G9,APV5E6BOHVUG6,car,12,hodgepodge,61
1671,Object held in hand,808.0,621.0,600.0,459.0,3YLTXLH3EI5NKAXJ9PW1VWN7T52HPQ,39ZSFO5CACVZQ5YY4D3I6ZM7HNKUJP,A1L3AMVT1UIZPD,car,12,hodgepodge,67
1672,Object held in hand,857.0,527.0,336.0,513.0,3VJ4PFXFK66L2SX1K5L3OGN2OR4AU4,3NKQQ8O3924MNJY6UHH731RUC3PUDD,A32F420NFLF032,car,12,hodgepodge,73
1673,Object held in hand,808.0,752.0,440.0,328.0,3VMV5CHJ0BE7C6VF60N3F6C338BTG9,3VHHR074H7G3NKA2UQMKCMLFD1Y7L8,A1L5H5KX16J1LS,car,12,hodgepodge,79
1674,Object held in hand,900.0,814.0,481.0,266.0,336OE47KJ5JIMKP4Q0R02RMCUHHVWQ,3XC1O3LBOWLQLI797TPLHIDX2YRTL8,A3760PCQD2MPIO,car,12,hodgepodge,85
1675,Object held in hand,870.0,718.0,648.0,355.0,3WA2XVDZFPG3QUOC4SPM4TZD6KO6EX,37C0GNLMHJ21L885YZJ4NVDE9HOD6B,ADI3J1D1WQIO3,car,12,hodgepodge,91
1676,Object held in hand,893.0,900.0,553.0,180.0,3PR3LXCWTIYZEDHRX4IQCSBMCR39XG,3R0T90IZ1WBTD9RXAGXFFG8LIVWCGT,A2PJBSDDN22XIX,car,12,hodgepodge,97
1677,Object held in hand,807.0,772.0,596.0,301.0,3JMQI2OLG24659G47E0J0M3E1Y9DNI,3WQQ9FUS6ETVAPT9DIPWCJL5CRO8B7,AO5NIGPGAYIAK,car,12,hodgepodge,103
1678,Object held in hand,670.0,641.0,682.0,365.0,33J5JKFML9XTQERZUHMOR7C7FW9Q3M,3LQ8PUHQFPRYQ888MWBJBJIHA0CHII,AF2RVFRGP7GXX,car,12,hodgepodge,109
1679,Object held in hand,749.0,691.0,594.0,362.0,3BJKPTD2RFBY1W4TMBHFEAQA5HNTR6,37XITHEIS08K2Z0BQRRREKMSK4JRCG,A3E7ZJB271LWC4,car,12,hodgepodge,115
1680,Object held in hand,936.0,639.0,523.0,423.0,37MQ8Z1JRHVDEYM2HRPDLJAH8RO2YO,3Y5140Z9D1FQ3P6W59JOKSK8WR7IP9,A1L5H5KX16J1LS,car,12,hodgepodge,121
1681,Object held in hand,985.0,814.0,620.0,266.0,3CIS7GGG78IOS5ED0ANPKZDT966EU7,33SA9F9TR1T47T1BLC7SR7UCXVIEW6,A3E7ZJB271LWC4,car,12,hodgepodge,127
1682,Object held in hand,750.0,586.0,687.0,226.0,3S4TINXCD3MV8XIWUX9QKLFJONYBOK,3H7XDTSHKGQ2R7X2R7XGRAFOAAZGWP,A3S5AA4R3RIEEP,car,12,hodgepodge,133
1683,Object held in hand,291.0,298.0,755.0,249.0,3CKVGCS3QJ49M27F3YTAK9T1U8B0SR,3DYGAII7PP73KNUFIHOXTUBUN11QPX,A3E7ZJB271LWC4,car,13,hodgepodge,1
1684,Object held in hand,277.0,255.0,769.0,261.0,3S37Y8CWJBZJS76P64QDT1MZHXM4WP,3180JW2OT8BI5Q8J3CVAYNURI63J58,A3E7ZJB271LWC4,car,13,hodgepodge,7
1685,Object held in hand,99.0,134.0,809.0,310.0,3APP19WN84D1A8K3ANFA4WKPJ0YG6J,39U1BHVTDPQ95EHK1NLLLWJG2BJT3B,A2C7EYRPWL8B3L,car,13,hodgepodge,13
1686,Object held in hand,201.0,146.0,798.0,299.0,3XQ4XW3OECBGICATILXO3XMGR6SS20,384PI804XW0C9M58T0YC9TPNXH20SH,AKTQD9Y44G495,car,13,hodgepodge,19
1687,Object held in hand,253.0,203.0,809.0,337.0,3E9VAUV7CZD2J1H6U6ISR1TFKFJAY6,3R6P78PK7OAAZQT8W2S54Q8P6HEGTY,AF2RVFRGP7GXX,car,13,hodgepodge,25
1688,Object held in hand,131.0,149.0,1023.0,401.0,3V0TR1NRWD1MLU3M5ZULBCP8PEJA4K,3TPWUS5F8D0PAVHXPL1X1JU9CJ1CW7,A2FCGEU5RTEWG8,car,13,hodgepodge,31
1689,Object held in hand,13.0,163.0,1299.0,567.0,32LAQ1JNUCOQHOWAQ5CKJLDUCGPTU8,336KAV9KYURG1IKV7TUFA363B0D2YC,AUIK13430ZBOH,car,13,hodgepodge,37
1690,Object held in hand,0.0,98.0,1508.0,692.0,3NI0WFPPJCF4Z49IWLQ7J4X9CJ806Z,3PWWM24LHWX1MCTDUPWLBQI1IK082S,A3E7ZJB271LWC4,car,13,hodgepodge,43
1691,Object held in hand,14.0,100.0,1274.0,459.0,30Z7M1Q8V1JN4VQOH2KYSO5DR0EA8Q,3VAR3R6G1T0FTJIIHNUII3L4JQB8OF,A313LDOJS2HB5G,car,13,hodgepodge,49
1692,Object held in hand,285.0,135.0,826.0,305.0,3RBI0I35YH22ZGILLR3I4TF9E5M3YY,3JWH6J9I9WCGDWGDJKEFUGB01LDBNM,A1DRCYCS1YAPTR,car,13,hodgepodge,55
1693,Object held in hand,395.0,142.0,565.0,386.0,3KTZHH2OOLEO6WZDE5A31F0DLH58MA,3G2UL9A02HDL4Z7V7MGIN33IN6L76C,A3E7ZJB271LWC4,car,13,hodgepodge,61
1694,Object held in hand,273.0,139.0,705.0,584.0,3OWZNK3RZOOWXP2X7QSOIY44C3DU2I,3AMW0RGHOH1IHQHN2PWGP0GPIQ6NPZ,A1H5Q9HRH4RPZU,car,13,hodgepodge,67
