,HumanRecognition,HITId,AssignmentId,WorkerId,ca,no,tr,fr
691,Car,36KM3FWE4UBN34NNFVVZPIX57S170A,3Y54SXRO1PKT48U3G7HM859GEYTUTT,AORRGKTLLKLU0,car,27,rxplus,55
692,Car,3VLL1PIEOTNRQVLC0BPT63MMFOVOZA,3PDJHANYK9FIXOD7KV2UEGSC0KJH6B,A3E7ZJB271LWC4,car,27,rzplus,1
693,Car,388FBO7J0US93KBV3ANXD7DFJKQNY7,3DOCMVPBTRDIE55AMAJOLBBUHN5NNQ,AVIPOL2XSM41P,car,27,rzplus,19
694,Car,3ABAOCJ4SB3UC0Z90ZR3N6LDFL0MQ4,39GAF6DQWVZS837UJE7HYLS40PH1VS,A094612415T5EHTYKXTQ,car,27,rzplus,37
695,Car,31MBOZ6PBRQ6CH75V5PT3OH7B1DLC0,3ZGVPD4G6XGAQ7ODMUGUPXOVGLSTZB,A39FOF5RQ9CQAF,car,27,rzplus,55
696,Car,3ROUCZ908ITFRR75Y2ECQ5FIVDLOON,3DL65MZB8HEVTVV64L7RFDN9163ECE,AF2RVFRGP7GXX,car,28,rxplus,1
697,Car,3J6BHNX0VCREJFMEZVM64ZY4L5XKNP,33TIN5LC089R125US29UKQEHGB59Y2,A1R8I1H63TWK79,car,28,rxplus,19
698,Car,334ZEL5JY9EUPJZY5JVLAAPJS9PSO3,35GMH2SV3IGW2KS9UQGIADHQT1IOEI,A3GJ43NLKYZ7O,car,28,rxplus,37
699,Car,3I7KR83SODCTUDIKYL31MY3KGGV9KU,3MRNMEIQW95J4TBCL3P6CEVBYLALD5,AORRGKTLLKLU0,car,28,rxplus,55
700,Car,341YLJU22LYROY7XD93AZVGTI6X2IL,3T3IWE1XGAM1CFNMZYXHY4CRBFLTQP,A3E7ZJB271LWC4,car,28,rzplus,1
701,Car,3BKZLF9912YU6HONJ2FEH18KOVDQYX,3EG49X351YBFJEDMPZKGH2G6OBR6XK,A10IUXCZBNYUXC,car,28,rzplus,19
702,Car,3V0TR1NRWD1MLU3M5ZULBCP8PCTA4Q,3137ONMDKK48A7BB673A548O2K1EG5,A2H557RQ3T3LPX,car,28,rzplus,37
703,Car,32204AGABEBH7X4K666E1N9FSCWGHY,3GM6G9ZBKRWAR0PU75Q0HVSM1H8MTL,A39FOF5RQ9CQAF,car,28,rzplus,55
704,Car,39HYCOOPLRK0NRV4VDLJN7EEWZZMD9,3QBD8R3Z25IEAIVG5K451R5ZDVOO4B,A3OLRWACCCCUTU,car,29,rxplus,1
705,Car,3PN6H8C9S7PZLQMFYAVEEGJE2P1ADI,3WQ3B2KGECFDZP9OEXGHX9YXXQ01B7,A1R8I1H63TWK79,car,29,rxplus,19
706,Car,3PA41K45WQ3QRLR7WGAP4JYDF097PD,3ATPCQ38JC956LFZK8NUGLP1MV8YAV,AJ7JFYKBG85ZV,car,29,rxplus,37
707,Car,3XH7ZM9YY5TFHHVFO5CYNAPYB8P9RN,3GNCZX450MMBX7NYTLRB3UWPISCPA3,AORRGKTLLKLU0,car,29,rxplus,55
708,Car,3M93N4X8INMGO881P63G2E8XTFLJSH,3MAOD8E57U9NQZJEOG6XJD2SJ0OXNR,A3E7ZJB271LWC4,car,29,rzplus,1
709,Car,3IJ95K7NE0B9HTQV941R676BEO0GN2,3TUI152ZZFM03VBDXFD7SYTWJXG1QC,A3PIU3R3IE6VDW,car,29,rzplus,19
710,Car,3TFJJUELTKO0BVLXLZ7OOSIY51IC2Y,3NXNZ5RS1EW8MI9T5TJU7DUKCJN794,A3AJR1PM02424Y,car,29,rzplus,37
711,Car,3BA7SXOG2MPF3CC5JD6KNEUNR2H8R7,3U8YCDAGXTF0W6QV1W97ETAME7D0QF,A39FOF5RQ9CQAF,car,29,rzplus,55
712,Car,3IVEC1GSMSYGUO97CNOW6DLO381J1C,33IZTU6J850K6CBJWCNJI7CY3FVXSV,A3OLRWACCCCUTU,car,30,rxplus,1
713,Car,3NSCTNUR32M4HD7MJ4DVG4VMP835A5,3EO896NRA0UKQSJ948D81305XE0JTJ,AQ0YWEW29GSIJ,car,30,rxplus,19
714,Car,39TX062QY4NDZBSBGVHGLF80CXVX3L,3ATTHHXXWENVCY8NR0T5E56BXYTXI4,A3GJ43NLKYZ7O,car,30,rxplus,37
715,Car,3ECKRY5B2TVHU9A92GCOM6Q03FUZIO,3GFK2QRXXDG4BA8IABEPNDOZJB85W2,AORRGKTLLKLU0,car,30,rxplus,55
716,Car,3B6F54KMS5B9TRSXZHXAYECBZYLS1M,3ZGVPD4G6XGAQ7ODMUGUPXOVGI7ZTQ,A3E7ZJB271LWC4,car,30,rzplus,1
717,Car,386659BNUOG9SI8LQFEQO86S46710D,3I33IC7ZWJ1F50MSRNGZ7HOW7L72AM,A3PIU3R3IE6VDW,car,30,rzplus,19
718,Car,3VO4XFFP28LBRXSMWTPE4OONKW57QE,39JEC7537Y0CV6HSZBW1FHBV4NCCVZ,A2H557RQ3T3LPX,car,30,rzplus,37
719,Car,3M0556244VJ33TU0YKV9OM6ZD95FN7,36U2A8VAG5YBIYOLWZ0JAZSXRE1KY9,A6Q9OJMLD25QV,car,30,rzplus,55
720,Cat,3YZ7A3YHS8S8H9TG04ZM14PSB7J5SW,3EFE17QCRG4NKMB4R85XFLO4FPFSH0,AF2RVFRGP7GXX,cat,1,rxplus,1
721,Duck,3L21G7IH5AV6PD46YNPZG00CGJ0Y1P,3AMW0RGHOH1IHQHN2PWGP0GPHVHNPJ,AQ0YWEW29GSIJ,cat,1,rxplus,19
722,Duck,3XD2A6FGGQTRIWVS3UC3DKUUXA3S9P,36U2A8VAG5YBIYOLWZ0JAZSXR8BYKL,A3GJ43NLKYZ7O,cat,1,rxplus,37
723,Cat,36BTXXLZ3Y7EKBP37AG762EIPGB4RM,3AWETUDC96RKHT82SIHQBQMM5ZTZI7,AORRGKTLLKLU0,cat,1,rxplus,55
724,Cat,3H1C3QRA14IS6BXDEJ2PQTRN243ECX,304SM51WA73DT98IRGV1TAL6NWBSBS,A3E7ZJB271LWC4,cat,1,rzplus,1
725,Cat,302U8RURK20SZQGQYZ0D689L13ONVY,337RC3OW0915YABYCOP0I01IYV8VLE,A3GJ43NLKYZ7O,cat,1,rzplus,19
726,Cat,3GS542CVKYMQCUXHRYZVK9K2JQ659B,3UNH76FOCW468MOOHBDZPCK1GH2YMU,A3AJR1PM02424Y,cat,1,rzplus,37
727,Cat,3HJ1EVZS3RIT2F6Z7WBOWXMCBGPR3Y,3LO69W1SU7CMGDL3NTQEIZY8BIELGD,A39FOF5RQ9CQAF,cat,1,rzplus,55
728,Cat,37PGLWGSKW5M5EBN2F9EZR2NZZCIK2,304SM51WA73DT98IRGV1TAL6KC9SBJ,A3OLRWACCCCUTU,cat,2,rxplus,1
729,Cat,360ZO6N6K4IOK1INJXGH1BVO5LB9MK,3C5W7UE9CJPH8HYECFRX6YDSE4IXMJ,AQ0YWEW29GSIJ,cat,2,rxplus,19
730,Cat,33EEIIWHLA6D2NTIERSUA24Q6E1QVE,38BQUHLA90ZUE8KMBO41NLMZ236OM4,A3GJ43NLKYZ7O,cat,2,rxplus,37
731,Cat,32204AGABEBH7X4K666E1N9FSCMHGP,30BXRYBRP8WGR3SDBDFYCARPOK4WHF,AORRGKTLLKLU0,cat,2,rxplus,55
732,Cat,389A2A305RHTFLIJ6C3A54PJ83TC09,3TXMY6UCAINKQYLBDC2R9UCNNTQCQU,A3E7ZJB271LWC4,cat,2,rzplus,1
733,Cat,33Q5P9PUTSLQH6O9A6G2B3S5QAGZCS,37C0GNLMHJ21L885YZJ4NVDE8T6D6G,A3GR67CRG4SLB6,cat,2,rzplus,19
734,Cat,3G4VVJO6Q2FEM0YRFAZY8O3ZLKJPKB,3IO1LGZLKDWP4DCEHR8O13ZDX3068W,AQ0YWEW29GSIJ,cat,2,rzplus,37
735,Cat,35JDMRECD785NNDIG5Y8GKC20W4GEI,3MRNMEIQW95J4TBCL3P6CEVBYQ0DLX,A6Q9OJMLD25QV,cat,2,rzplus,55
736,Cat,3P4C70TRNUGJTTNAXRLCTF2M9MPLGG,3FFJ6VRIL5NNF82COO4Y5RJ0KAD0IG,AF2RVFRGP7GXX,cat,3,rxplus,1
737,Cat,3LAZVA75OLQ1KKI0B4GFJSCFUFG2O0,3GS6S824SUW81ZEOEBABHUOLASKWNN,A1R8I1H63TWK79,cat,3,rxplus,19
738,Cat,3YCT0L9ONP8C7YZM44V8VLPE2ZKSNO,3RGU30DZTE7GDXTPVBCWFP5D382MJN,AJ7JFYKBG85ZV,cat,3,rxplus,37
739,Cat,3NRZ1LDP8Z59BVXDFB28V3RCPTPZP0,3PEIJLRY6XSDDTSSGHXKFWFJCAOWX9,AORRGKTLLKLU0,cat,3,rxplus,55
740,None of the Above,307FVKVSZUE42S5OYWI11LNIO4I74R,3A0EX8ZRNCNAPVKRQMNQBW974H7YBC,A3E7ZJB271LWC4,cat,3,rzplus,1
741,Cat,32TZXEA1POJQR6QM9G1S0BW5LIN14T,3SBEHTYCWR2KC3YXWWF7XJDKZ86IYM,A3PIU3R3IE6VDW,cat,3,rzplus,19
742,Cat,3EFNPKWBNVN52LM0DJS9C1LP2QL307,382M9COHELERFPC6QCSR9J9FBR0UE3,A3AJR1PM02424Y,cat,3,rzplus,37
743,Cat,3WJGKMRWWL8NE5JDIOR5KB922SBDCC,3WAKVUDHU0F66AXW34EL39HYP6QU7F,A39FOF5RQ9CQAF,cat,3,rzplus,55
744,Cat,3MDWE879VK1S1AEQS8Q8NVKUTFGB9S,35BLDD71IAWP3ZS2RPG9QFCGAJRZV3,AF2RVFRGP7GXX,cat,4,rxplus,1
745,Cat,37OPIVELVX2GX6RHK6E451YCUHUAHR,3CN4LGXD51NQ4WZIB7D33I31UJPY4T,A1R8I1H63TWK79,cat,4,rxplus,19
746,Cat,3TUOHPJXZKWAQ9UZQFSIQCJXAQQXWS,3VD82FOHKUNH5M8VYZANKPHN8OCOCU,AJ7JFYKBG85ZV,cat,4,rxplus,37
747,Cat,3L1EFR8WXW4IERQ6XAC46LBF8KEF9Y,3LOZAJ85YHCR1DUL2X8DRPZU83TX2S,AORRGKTLLKLU0,cat,4,rxplus,55
748,None of the Above,3VO4XFFP28LBRXSMWTPE4OONKW07Q9,3FQ5JJ512PNH6ZK7PXR8TJUQNRANKT,A3E7ZJB271LWC4,cat,4,rzplus,1
749,Cat,3D0LPO3EBEYRL5B74PNASWDK9UVYOX,3BC8WZX3V7VO81PU8OHM3FLEJHARRX,A3GR67CRG4SLB6,cat,4,rzplus,19
750,Cat,3V7ICJJA0DFR448EBDUH6N9E7UE4BF,37Q970SNZI7CGBQQPJ2CNY8X1MS1SU,AQ0YWEW29GSIJ,cat,4,rzplus,37
751,Cat,351S7I5UHCVJ8VGWHAMU3KYR6GMNJI,3TVSS0C0E5Z6WCJ8B7WNQTUDZJOTWL,A39FOF5RQ9CQAF,cat,4,rzplus,55
752,Cat,3KA7IJSNX94DTXUX9XM59LK9YJYBPN,3I0BTBYZA1K958HHS6Q1RFDOAT9Y0I,AF2RVFRGP7GXX,cat,5,rxplus,1
753,Cat,3BAWBGQGZOY3W5O3ISJOABNV1OYV7A,3S96KQ6I9Q37N6JHUCRXY55SSU3DTZ,A23UXKTVERRXNK,cat,5,rxplus,19
754,Cat,3TC2K6WKAJ1YZSVK4NRJM6MFFAN288,3BXQMRHWK3XPRD4J7AGAMREOKPWMUH,A3GJ43NLKYZ7O,cat,5,rxplus,37
755,Cat,3PUOXASB6A2OJ8H6YM6B9DRXKP89ZG,3QIYRE09Y7GF0YYLHNLQO4YREJ91NZ,AORRGKTLLKLU0,cat,5,rxplus,55
756,Cat,3XD2A6FGGQTRIWVS3UC3DKUUXA99SC,3SITXWYCNZ8LPQUHLQ1OSI2Y2BCXB4,A3E7ZJB271LWC4,cat,5,rzplus,1
757,Cat,3OWZNK3RZOOWXP2X7QSOIY44C1OU2P,3AUQQEL7U9SS1EMCNV3HKG9UVXWV04,A10IUXCZBNYUXC,cat,5,rzplus,19
758,Cat,3ICOHX7EOFA8CJ2X2395VSPMTFB0EV,34HJIJKLP9V9024D6WQJWJZ7C9R4V8,A094612415T5EHTYKXTQ,cat,5,rzplus,37
759,Cat,3ZQX1VYFUG4C6ZKPRLPGTJPIGFXO8E,3P1L2B7AD5OA8Q21BC3MN87A244OL2,A39FOF5RQ9CQAF,cat,5,rzplus,55
760,Cat,38EHZ67RJPR3ZB5VX3MRTSHB9RFGMD,3EFVCAY5L781S8RL1A2DA74IGNX8J6,A2S96ZZ70YFPSK,cat,6,rxplus,1
761,Cat,379OL9DBTVDOEI71204SV6IVEVP9YA,3CFJTT4SXXP1XJ2W9NP7K6TNV2K7IJ,A23UXKTVERRXNK,cat,6,rxplus,19
762,Cat,30F94FBDOUJBLPN4QEVPEVL6NTKTBP,3TE3O85734774H89TY2L27D67LA2R1,A3GJ43NLKYZ7O,cat,6,rxplus,37
763,Cat,3G9UA71JWYTU5AO913557NC16177JH,3300DTYQT6GZNW5P938MZICQ83XEQF,AORRGKTLLKLU0,cat,6,rxplus,55
764,Cat,3M7OI89LW1NOTW4Y81JRE5ZAL6FC6A,3EICBYG648V34BHYIMIICT019YVCJ0,A3E7ZJB271LWC4,cat,6,rzplus,1
765,Cat,3P7QK0GJ4WKDJOW7DDRWZQJJEJ3Z2J,3K5TEWLKGZA3893SRLSNQK9QHREVI0,A3GJ43NLKYZ7O,cat,6,rzplus,19
766,Cat,3XU80RHWI2F7J5N5WYKUY938X2X449,3QBD8R3Z25IEAIVG5K451R5ZGHXO4V,A2H557RQ3T3LPX,cat,6,rzplus,37
767,Cat,3TZ0XG8CCXJ9ZCGJPW6YWTUTLGB98L,3OHYZ19UGG4TC7BXELEWEURZ8S3OAI,A39FOF5RQ9CQAF,cat,6,rzplus,55
768,Cat,3UXQ63NLBDLN2CFZH5TYS4BPT9XBLP,3HHRAGRYXC4F7O1SMF0WIZGFZN6O9B,AF2RVFRGP7GXX,cat,7,rxplus,1
769,Cat,3HRWUH63RX1B1W1BS8I02AFMOF2N57,37WLF8U1WTP9ZEEFQG5RR884SVN6KS,A1R8I1H63TWK79,cat,7,rxplus,19
770,Cat,3VCK0Q0PP8DC6PFAV2COLFJV7720NA,3F6HPJW4JHZCCDPVSSCRP6LNZZU2W7,AJ7JFYKBG85ZV,cat,7,rxplus,37
771,Cat,3UQVX1UPGVGGH3QH9JE4TRGXWCF20P,3Z7ISHFUH4URSNWPJW5ZY1S823E8ZY,A1SVY6OLOUWIOZ,cat,7,rxplus,55
772,Cat,30UZJB2PPKB4XS81APYLTWHGJYR53P,3KIBXJ1WD9TZOKKJQCRL88UVD1FOK9,A3E7ZJB271LWC4,cat,7,rzplus,1
773,Cat,3P520RYKDK5OWMLKP9UMG57GWBFU5Q,3ZWFC4W1UY6R5BKLHTHSMQ7VGT0FRR,A3PIU3R3IE6VDW,cat,7,rzplus,19
774,Cat,31KPKEKW5DCA5GQDSC7FUKJ1QIY0BV,3DR23U6WE9DCFCXHQ72H4NNDSE8TES,AQ0YWEW29GSIJ,cat,7,rzplus,37
775,Cat,3MWOYZD5XYNX967TXNEZBGFD5AWNO1,3FTF2T8WLVHNCXAUD1R6ZTT15CKW9N,A39FOF5RQ9CQAF,cat,7,rzplus,55
776,Cat,32TMVRKDHQX826A781A7FLJDZHH48Q,33PPUNGG3C4XASBLI5BZPINDPDHZRD,AF2RVFRGP7GXX,cat,8,rxplus,1
777,Cat,3MIVREZQWKXZMCZ6FNEN8TT9QGKKQC,3Y9N9SS8L2A2OPLNFXL6GS1UYVO3D6,A1R8I1H63TWK79,cat,8,rxplus,19
778,Cat,38XPGNCKIWZ6DI6KGULH7Z3LAMJV41,37ZHEEHM60LM7GKDOKIKG0RYCM8374,AJ7JFYKBG85ZV,cat,8,rxplus,37
779,Cat,3VW0145YM1BDQDVW597UQ59R1Q2JM4,3OXV7EAXLIP33G685ADSAMR2HDX63L,AORRGKTLLKLU0,cat,8,rxplus,55
780,Cat,375VSR8FWZ8UN8DSS36X0YRRQBEZRT,3Y4W8Q93L3JM0YN6Z7RCZNTDPLHDVP,A3E7ZJB271LWC4,cat,8,rzplus,1
781,Cat,36818Z1KW6C13YKI5LP217X2BCX3AY,3F6HPJW4JHZCCDPVSSCRP6LNZ49W2Q,A3PIU3R3IE6VDW,cat,8,rzplus,19
782,Cat,3SD15I2WE5T0GW8FF88QL2VGFT7368,3MD9PLUKKMDCVUJTPYUIGYI3R2VNZR,AQ0YWEW29GSIJ,cat,8,rzplus,37
783,Cat,33NOQL7TARYO53YWTU0X9HWM0J08Z0,32EYX73OY48GOTHBCICR8Q8YQIIRU9,A39FOF5RQ9CQAF,cat,8,rzplus,55
784,Cat,3MYASTQBHAAR86TWN6S04GYJ60WDQN,3WYP994K1BQ4JJ3WUV6I0GNFNWTY6H,A3OLRWACCCCUTU,cat,9,rxplus,1
785,Cat,3I7KR83SODCTUDIKYL31MY3KGGG9KF,3QY7M81QHBLS3ESK9QAJXM80N667KR,A1R8I1H63TWK79,cat,9,rxplus,19
786,Cat,3SZYX62S6JZMYB9OC11B6DTWO0857P,3LWJHTCVCGLRTA5L4ESSH0XQK3EFQY,A3GJ43NLKYZ7O,cat,9,rxplus,37
787,Cat,3FBEFUUYSN400H70ONN08A9ML3TA65,3OS46CRSLJYNFP8RPKJYTHJL8XJ6VB,AORRGKTLLKLU0,cat,9,rxplus,55
788,Cat,3LN3BXKGD3UZ4NZ915SE2QJ2700GWP,3TUI152ZZFM03VBDXFD7SYTWJWX1QR,A3E7ZJB271LWC4,cat,9,rzplus,1
789,Cat,3RTFSSG7UB5FQFDACWPUFIOA3HQWLF,3R8YZBNQ9LHEEHQFMVUGT8K9MJOQ76,A3GJ43NLKYZ7O,cat,9,rzplus,19
790,Cat,32TMVRKDHQX826A781A7FLJDZOT84K,31IBVUNM9WYJYI12QDM2NNWY103VFS,AQ0YWEW29GSIJ,cat,9,rzplus,37
791,Cat,3T2EL38U1PJ56CYDE6TCYN1BMPOQXW,37QW5D2ZRKLURBABO4BR28V5FT98SY,A39FOF5RQ9CQAF,cat,9,rzplus,55
792,Cat,35ZRNT9RVLXQ52EJF4UK22H70MPO3S,3N2BF7Y2VUTKMRYZ7B9B3CPYN01HMH,AF2RVFRGP7GXX,cat,10,rxplus,1
793,Cat,3UDTAB6HI9YRHNBGUSTJ3EOB2IA090,3DHE4R9OC0AGFRZVDN8933ZZ5942G4,A1R8I1H63TWK79,cat,10,rxplus,19
794,Cat,3ZRKL6Z1FB26X6I0H0ID51GH1NYSGG,3A4NIXBJ7AYM8NHPYWO9V4I57XUMLC,AJ7JFYKBG85ZV,cat,10,rxplus,37
795,Cat,3S37Y8CWJBZJS76P64QDT1MZHVQ4WP,3TU5ZICBRH0IEVVYW0MM78G4X02Q8V,AORRGKTLLKLU0,cat,10,rxplus,55
796,Cat,3P458N04R4GOETWSCV3B25386J0X2F,3QAVNHZ3EQ3L6M801TY4MDN5DKGLAA,A3E7ZJB271LWC4,cat,10,rzplus,1
797,Cat,371QPA24D5NA8R5COH208J8X1H41TP,36V4Q8R5ZOZXZKX2Q1W5CQHZH8DMQ7,A20SXG1DHDIDI7,cat,10,rzplus,19
798,Cat,3BPP3MA3UFJL9FRJRWVOTCHAWDMELI,3PXX5PX6L1X9TDMOAG9A8AR01SABAP,AQ0YWEW29GSIJ,cat,10,rzplus,37
799,Cat,3XABXM4AK44FRBX56YHKIOKIVGF8Q6,3018Q3ZVOMPW9K3D6DV08PW4JFRRAY,A6Q9OJMLD25QV,cat,10,rzplus,55
800,Cat,3B9XR6P1XHUH7MRZEKHLCPYXPKSBJN,3NLZY2D53TODT2FHQPVQCD2AEI7QLK,AF2RVFRGP7GXX,cat,11,rxplus,1
801,Cat,356ZPKYPVKG965N8JP0PHWIAJZ7PYL,3IJXV6UZ11IBF2MBI1NDPNKNWEDRI1,AQ0YWEW29GSIJ,cat,11,rxplus,19
802,Cat,3UEBBGULQINGYJE9VL7V2HYTL5JFUK,3JZQSN0I3U90GLB71INGNMTOEG6GF5,A3UD7T1L80TCR3,cat,11,rxplus,37
803,Cat,3MD8CKRQ02M4NT8OAH3BC4317D1JRS,3K9FOBBF2LISQ52PAX398J75CPELNP,AORRGKTLLKLU0,cat,11,rxplus,55
804,Cat,3VGZ74AYUJFQQPT4KESDQWCZFKICGC,3SPJ0334252G7EI3EE079KSKCMCJYE,A3E7ZJB271LWC4,cat,11,rzplus,1
805,Cat,3MWOYZD5XYNX967TXNEZBGFD5ARONX,3AMYWKA6YFLSP5ZUO8XKYPPDC7G6O9,A20SXG1DHDIDI7,cat,11,rzplus,19
806,Cat,36818Z1KW6C13YKI5LP217X2BCXA35,3Z4GS9HPNZ948ZL0QWLATH3EHUD778,AQ0YWEW29GSIJ,cat,11,rzplus,37
807,Cat,33IXYHIZC8HF8T5BHQDJEGI1QDZE2X,3KGTPGBS61KZK90QXSXQ7I0QEQ42U7,A6Q9OJMLD25QV,cat,11,rzplus,55
808,Cat,3LAZVA75OLQ1KKI0B4GFJSCFU8PO2H,3CFJTT4SXXP1XJ2W9NP7K6TNSOL7IP,AF2RVFRGP7GXX,cat,12,rxplus,1
809,Cat,3RBI0I35YH22ZGILLR3I4TF9E3EY3H,3MTMREQS4ZH1HGKZ5756VO4LBLNWA5,A1R8I1H63TWK79,cat,12,rxplus,19
810,Cat,3E22YV8GH45FU6JUCNRE0GK3FFDPN5,3PWWM24LHWX1MCTDUPWLBQI1HTN82W,A3GJ43NLKYZ7O,cat,12,rxplus,37
811,Cat,3ABAOCJ4SB3UC0Z90ZR3N6LDFLUMQY,3Y4W8Q93L3JM0YN6Z7RCZNTDPJ3VDP,AORRGKTLLKLU0,cat,12,rxplus,55
812,Cat,3R4QIDVOKSB739HRAA8KGHRQNGGEEQ,3L4PIM1GQXFX521GMJ9GBBEBM38RYG,A3E7ZJB271LWC4,cat,12,rzplus,1
813,Cat,3LXX8KJXQZ8CK43ZWDVUTFKT0LAO9Y,3QHK8ZVMIQHQPWDS77Y0HO7BV3KLBQ,A3PIU3R3IE6VDW,cat,12,rzplus,19
814,Cat,39O0SQZVKQ6B3Y7M98EE9EYSGI77RF,3M68NM076L6VMIRAG0EOSKUINVN6R7,AQ0YWEW29GSIJ,cat,12,rzplus,37
815,Cat,33W1NHWFZKK73NQKWSBS0DS9EWLTZA,3L70J4KAZKL28AK8OC0G30F04EYAD9,A39FOF5RQ9CQAF,cat,12,rzplus,55
816,Cat,3VAOOVPI42RZFL1B8IIS677U53BLLM,3N4BPTXIOCRU1P4GMY3U7EMKS3XUKF,AF2RVFRGP7GXX,cat,13,rxplus,1
817,Cat,3XQ4XW3OECBGICATILXO3XMGR4J2SX,34Z02EIMIWCDOMINI032JYL9Y5S0TR,A1R8I1H63TWK79,cat,13,rxplus,19
818,Cat,3NI0WFPPJCF4Z49IWLQ7J4X9CHD060,3LO69W1SU7CMGDL3NTQEIZY8BCRLGE,A3GJ43NLKYZ7O,cat,13,rxplus,37
819,Cat,3ODOP6T3BVJXGR8ISK165U6ADOV427,3IQ1VMJRYXJQ5K7RCWVEH4WADO0A9Z,AORRGKTLLKLU0,cat,13,rxplus,55
820,Cat,359AP8GAHJJ7XWI3RBOJKJZ6GHZ7C4,3TOK3KHVJXHBT5DZ7I2C43P97HH7OO,A3E7ZJB271LWC4,cat,13,rzplus,1
821,Cat,32204AGABEBH7X4K666E1N9FSCRGHT,3HSYG7LRBNXGYTZ4SKZS1RDMTXRKK9,A20SXG1DHDIDI7,cat,13,rzplus,19
822,Cat,3RWSQDNYMCLRF1HJ0WCWGHXQBIFFFW,3ATTHHXXWENVCY8NR0T5E56BX33IX9,AQ0YWEW29GSIJ,cat,13,rzplus,37
823,Cat,3C8QQOM6KS0XPKT5NFLFERF2O6XILZ,3GNA64GUZI3ZRDCWY2FJVO6DVFKQ5M,A39FOF5RQ9CQAF,cat,13,rzplus,55
824,Cat,3RIHDBQ1OHXHZ706H949ESTCORSMHI,3F0BG9B9MTMNNJH1D5BA6UNBI7E7YQ,A3OLRWACCCCUTU,cat,14,rxplus,1
825,Cat,374UMBUHO8OUVUFA4ERKPFRO5EACT5,3DEL4X4ELAKH2YNSVIF80T0ZNEVXY8,A1R8I1H63TWK79,cat,14,rxplus,19
826,Cat,371Q3BEXEK86OND57S62Q8WNCDSZSC,3VNL7UK1XJI4LQXDLIMNM58D4ABTFO,A3GJ43NLKYZ7O,cat,14,rxplus,37
827,Cat,3RWSQDNYMCLRF1HJ0WCWGHXQBI9FFQ,3QY7M81QHBLS3ESK9QAJXM80NA67KZ,AORRGKTLLKLU0,cat,14,rxplus,55
828,Cat,3YLPJ8OXYBCYH7BFG9MZVK06QXWX4B,3O7L7BFSHIOM6YH6WV3DQGL4HVIIEM,A3E7ZJB271LWC4,cat,14,rzplus,1
829,Cat,308KJXFUKU562FICK0VTJK105B9TA4,3YT88D1N0CXA2VRX7E7TK5WKIB3K3W,A20SXG1DHDIDI7,cat,14,rzplus,19
830,Cat,3FCO4VKO07CMUU2HN2UEA7Z91TH7E2,3ZY8KE4ISN2GP7RB4TXWZM0C818VQG,A094612415T5EHTYKXTQ,cat,14,rzplus,37
831,Cat,3IZPORCT2I88WNDYMH0Q0RNMUL7RH5,3IO1LGZLKDWP4DCEHR8O13ZDX49687,A39FOF5RQ9CQAF,cat,14,rzplus,55
832,Cat,356TQKY9YIW5LTSQAZ8EIX3NQJ787E,31IBVUNM9WYJYI12QDM2NNWYYEUVF8,A3OLRWACCCCUTU,cat,15,rxplus,1
833,Cat,34R3P23QIV0D4JUKLBAWNQV3M0XHW9,3I3WADAZ9U3W61ZGJPNF6JBDG5LO5D,A1R8I1H63TWK79,cat,15,rxplus,19
834,Cat,3P888QFVY6TIC3KLDF6GFAAIAL4QOC,3WAKVUDHU0F66AXW34EL39HYPZS7UG,AJ7JFYKBG85ZV,cat,15,rxplus,37
835,Cat,35JDMRECD785NNDIG5Y8GKC20WUEG6,3X1FV8S5J1QPCIXX1XSK58WA2BOGVP,AORRGKTLLKLU0,cat,15,rxplus,55
836,Cat,3X55NP42FRF8Q2QKU47ZR2MXAYSP3V,37KGEN7NJ7PIKBT0I498TPLKHGGPPR,A3E7ZJB271LWC4,cat,15,rzplus,1
837,Cat,3P4C70TRNUGJTTNAXRLCTF2M9T0GL0,3CP1TO84PX0IZUABWRPIZ68AF7952M,A20SXG1DHDIDI7,cat,15,rzplus,19
838,Cat,3ZURAPD29BM0PMNBTXXBRFTWA8WF1V,3A9AA95AT0LER1BHYP0UVJG3QHA5PI,A3AJR1PM02424Y,cat,15,rzplus,37
839,Cat,3T6SSHJU0I9VZJLZ2CO2MBNA723IIL,3U5NZHP4LV1Q7UVCZR13KGJTVSPPHB,A39FOF5RQ9CQAF,cat,15,rzplus,55
840,Cat,3BS6ERDLA66YYOAC8XE2YBHS6ZKD6Q,3COPXFW7XFBH9KWK5C40X8ZLKM6PKF,AF2RVFRGP7GXX,cat,16,rxplus,1
841,Cat,35O6H0UNMVFFI6AQDAQ893Y5FVX5JL,3OF2M9AATKNBNOYQSL22O61ZXZKZKC,A1R8I1H63TWK79,cat,16,rxplus,19
842,Cat,3BFF0DJK90BA2B4610HK4KV6RH6STP,31Z0PCVWUOER6XI73ZOBYDVW6LM7TQ,AJ7JFYKBG85ZV,cat,16,rxplus,37
843,Cat,3XEIP58NM3MJKAIFNJ91EMISKJOZL2,3LBXNTKX0VU21XFKN6NS1C78E92X9J,AORRGKTLLKLU0,cat,16,rxplus,55
844,Cat,3TZ0XG8CCXJ9ZCGJPW6YWTUTLG298C,3ZAK8W07I8DSOZXCI5TCOU7BHPUU0J,A3E7ZJB271LWC4,cat,16,rzplus,1
