,HumanRecognition,HITId,AssignmentId,WorkerId,ca,no,tr,fr
683,Car,37J05LC5B0IAMJPJSG8R7FMXS61JD1,3Z7VU45IP2G9HNC4KBWKJR50MY71Z6,A1H2DOSN5SFN7A,car,26,rxplus,55
684,Car,306996CF7ZJAC5BVOVBF8P2BV561BR,3X3OR7WPZ3Z7NYFL4VEQQMHAL6AL8I,A1GKD3NG1NNHRP,car,26,rzplus,1
685,Car,3RDTX9JRU105ZYB0FRESITYYATW97J,3WT783CTPFGXMSJMUU51E5HO0W1CBZ,A13V95MSIU0JN3,car,26,rzplus,19
686,Car,3X878VYTJHHE082DIDEKSPK9DSMF7E,37WLF8U1WTP9ZEEFQG5RR884SSG6KF,ATNNZOOIRXT1B,car,26,rzplus,37
687,Car,3ZZAYRN1J9QV4JCDUJ0BKFL5URFTO3,3JV9LGBJWXDUMYO00L66AG226BAOG0,A3C8JI69WPTKWH,car,26,rzplus,55
688,Car,3G3AJKPCYORNHC1PL581EY7FSR5Y49,3KXIR214I8F03B6BIM68UE2WB8E426,A18R8GG33EVI6C,car,27,rxplus,1
689,Car,3MA5N0ATUFA469VSRWDT0IBVEAIKWJ,3NG53N1RLZIXEJUJWN7X73QUPOOP8C,AKM6A2R4THEII,car,27,rxplus,19
690,Car,375VMB7D5MIER85DAYNRVE7XFQRDIW,345LHZDED1RO5RW91SBVQS5IIP13UK,ADZLMF2H5IPRO,car,27,rxplus,37
691,Car,3SBNLSTU7X40MYUNA2BDV9ANB4EDZG,386CSBG1O3LVAHCA3LPONUKDP6BQ68,A1H2DOSN5SFN7A,car,27,rxplus,55
692,Car,3HXCEECSRPS3K9PE6YYR8UKOTT0YZR,3LOZAJ85YHCR1DUL2X8DRPZU6E62XU,A1GKD3NG1NNHRP,car,27,rzplus,1
693,Car,3Q2T3FD0PQ725ZT72OF7AYS25QH3M7,3TXD01ZLD8G9NNFD16GE0XXOX1J4UH,A3LV42KWYAJ2Q8,car,27,rzplus,19
694,Car,3I01FDIL7P7AGNRBLV2Z8Y0GQZKD2L,35DR22AR5HJGMVQ46XMIAZ4MEASX3O,A2XFLC9IUFS35U,car,27,rzplus,37
695,Car,3Y7LTZE0ZWLM3059WX1259EBX9PZU2,3JW0YLFXRXFYOTN26C1YDD1C326WWS,A3W1BZJDOLEW9P,car,27,rzplus,55
696,Car,3P7QK0GJ4WKDJOW7DDRWZQJJE7E2Z9,3U088ZLJVOS5G3MHD58D6IS8Y3RW0Y,A18R8GG33EVI6C,car,28,rxplus,1
697,Car,37ZQELHER3X993MHK7ZMJCQ8A39MNZ,33FOTY3KEQKW9U1USXCC8T4FCZ8C16,AKM6A2R4THEII,car,28,rxplus,19
698,Car,3X4Q1O9UCKL86LF6HGXAFJTN5ON7OS,3X3OR7WPZ3Z7NYFL4VEQQMHALKY8LL,ADZLMF2H5IPRO,car,28,rxplus,37
699,Car,3S1L4CQSG04WJA0BPGQ42GMZEWNAFN,3UJ1CZ6IZLOB4TR9Q64OQOLEBZIS5G,A1H2DOSN5SFN7A,car,28,rxplus,55
700,Car,3O0M2G5VD918GBTHDTGLFHEOJPD942,3P529IW9K2KG2DP8C9KW0EYW890LFA,A1GKD3NG1NNHRP,car,28,rzplus,1
701,Car,36FQTHX306Q6M8PABZPYWIH8TRD3BI,3YDTZAI2W1FTEQOFZI6UPVSRM7U14T,A13V95MSIU0JN3,car,28,rzplus,19
702,Car,3O71U79SSEO6PGEMS3G8I60EX7BSML,3TMFV4NEPCDNYSRK89LSZXYQLPIW8G,A2ESBX4C2Q6TQY,car,28,rzplus,37
703,Car,3UUIU9GZD849W96VP44CB9LEDWAT5Y,3B3WTRP3DF110HCNZH2ZBMDC1UR92Y,A3W1BZJDOLEW9P,car,28,rzplus,55
704,Car,33TGB4G0MSGIYSQ5VAN73SCY6KSXTY,3XM0HYN6NOYENK4A9QTXZDMGZ7YEP7,A18R8GG33EVI6C,car,29,rxplus,1
705,Car,3XD2A6FGGQTRIWVS3UC3DKUUX3A9SZ,3OS4RQUCRDE4P43WLWV2MB2RVPSFB6,AKM6A2R4THEII,car,29,rxplus,19
706,Car,3G5RUKN2FF2U2J3NVYVHEQKOA46N95,34S6N1K2ZZI0G9GE7Z8W3ZA9O3QHLB,ADZLMF2H5IPRO,car,29,rxplus,37
707,Car,3G57RS03IK4FCACI6PKGAMCODEH25P,386PBUZZXJWW7FB4VZBHFCQO162JLC,A1H2DOSN5SFN7A,car,29,rxplus,55
708,Car,3Y3CZJSZANSWGUT3LFZHBUKWP7DR5B,3KB8R4ZV1I6A34ZRWG1K4W23XV7GB4,A1GKD3NG1NNHRP,car,29,rzplus,1
709,Car,375VMB7D5MIER85DAYNRVE7XFUMDIZ,3DHE4R9OC0AGFRZVDN8933ZZ4F82GJ,A3LV42KWYAJ2Q8,car,29,rzplus,19
710,Car,3PCPFX4U53PO6Q7SECNQSG14IIEFQC,3VD82FOHKUNH5M8VYZANKPHN8J0OC8,A2LDVDDTFY3LQ9,car,29,rzplus,37
711,Car,3KVQ0UJWQ0K1OQAPK99NYTSDHQSW5R,3EICBYG648V34BHYIMIICT019P8JC2,A3C8JI69WPTKWH,car,29,rzplus,55
712,Car,374UMBUHO8OUVUFA4ERKPFRO524TCS,3LJ7UR74RLCWSXV4454SM25UM3ZN4A,A3HP7L563UF5DW,car,30,rxplus,1
713,Car,3QTFNPMJD9H98AL0ZWPGREMHP7QZNS,3IJXV6UZ11IBF2MBI1NDPNKNT2MRIJ,AKM6A2R4THEII,car,30,rxplus,19
714,Car,3E9VAUV7CZD2J1H6U6ISR1TFK6SAYX,3QRYMNZ7F2GG9IAUJ650UAHM4SKNTS,ADZLMF2H5IPRO,car,30,rxplus,37
715,Car,3QMELQS6Z8ASZYTHQY9M30YWL186RO,3B3WTRP3DF110HCNZH2ZBMDCZ1492N,A1H2DOSN5SFN7A,car,30,rxplus,55
716,Car,3VLL1PIEOTNRQVLC0BPT63MMFJ1OZ6,3WR9XG3T67A7PC3HOYN3Q5J4OZN740,A1GKD3NG1NNHRP,car,30,rzplus,1
717,Car,3B623HUYK7PR4RCIY26PDOZJD1R8SG,3RKNTXVS3QXP8E1FV1ZN0WLUQ2K4A6,A13V95MSIU0JN3,car,30,rzplus,19
718,Car,3126F2F5GB2B006HJOOVATQU1LDPED,3FIUS151DZ16UL72C2TY57T0FP1GGN,AKM6A2R4THEII,car,30,rzplus,37
719,Car,3JYPJ2TAZL736E6DEZ81SBBUDN3PF8,3E7TUJ2EGGLO3RA3W6MG754GYLF9D6,A3W1BZJDOLEW9P,car,30,rzplus,55
720,Cat,36D1BWBEIQ0DKHXOYO12RONAZ3W2MS,3IAEQB9FMIJZFNNBPHW8LPCRSSWWDN,A18R8GG33EVI6C,cat,1,rxplus,1
721,Duck,3UEBBGULQINGYJE9VL7V2HYTLYQUFS,33OOO72IVLKXIED3UGWMEZNA4J8CTQ,A2KAGFQU28JY43,cat,1,rxplus,19
722,Duck,32204AGABEBH7X4K666E1N9FS65GHV,3MRNMEIQW95J4TBCL3P6CEVBWGZLDI,A34CPKFZXBX1PO,cat,1,rxplus,37
723,Cat,3BJKPTD2RFBY1W4TMBHFEAQA59ITRL,3OWEPKL08DBTBKDN632ZPEP4F64N7D,A1H2DOSN5SFN7A,cat,1,rxplus,55
724,Cat,3NCN4N1H2JGDQCIKTI9D5WFEY6BBN9,3RJSC4XJ14TB3K7XH4L4GIFVGIW05K,A1GKD3NG1NNHRP,cat,1,rzplus,1
725,None of the Above,3X2LT8FDIZHKB8TRI7GQAD24JEMW8I,3X31TUMD71LPCYV05A5BBCU28SP1LK,A13V95MSIU0JN3,cat,1,rzplus,19
726,Cat,3XBXDSS89BIUFFI0M1LGH12HCHNXLW,3R0T90IZ1WBTD9RXAGXFFG8LHX8GCC,A2LDVDDTFY3LQ9,cat,1,rzplus,37
727,Cat,3OQQD2WO9L5G9G3GH9HFI5LLOJ3I3G,3HMIGG0U4P5RNXMKNA3GKUJ6W2W8YF,A3C8JI69WPTKWH,cat,1,rzplus,55
728,Cat,3CMIQF80HQPSNXEHDJKMYAORP9UQ6J,3PJUZCGDJAFCMWECFYB0LDQFJ0F894,A18R8GG33EVI6C,cat,2,rxplus,1
729,Cat,3X55NP42FRF8Q2QKU47ZR2MXARTP3I,3137ONMDKK48A7BB673A548OZ17EG6,AKM6A2R4THEII,cat,2,rxplus,19
730,None of the Above,30ZKOOGW3Z55TV63IHBJDEI5DLJA1Z,3HSYG7LRBNXGYTZ4SKZS1RDMRJ7KKV,AHD6Z6F9T75A9,cat,2,rxplus,37
731,Cat,33KGGVH25XGHP8EWTR3XXMT3E7D1XH,3GLB5JMZF1U3I1XBACSQZMQ305GGDM,A1H2DOSN5SFN7A,cat,2,rxplus,55
732,Cat,34R3P23QIV0D4JUKLBAWNQV3MVJWH0,3LYA37P8IUMF5QVAM7MZ2OUW4CPKBC,A1GKD3NG1NNHRP,cat,2,rzplus,1
733,Cat,3UDTAB6HI9YRHNBGUSTJ3EOB2FQ90J,36TFCYNS489VG3X3LIBKET5WWOLHX7,A3LV42KWYAJ2Q8,cat,2,rzplus,19
734,Cat,3TRB893CTM9KE8Y8TXK2AAKLE7MG7E,33PPO7FECZEHES3600STKY3JHAEDI3,AFO9MCOXXSYY7,cat,2,rzplus,37
735,Cat,33EEIIWHLA6D2NTIERSUA24Q6DDVQT,3TU5ZICBRH0IEVVYW0MM78G4XUKQ81,AVV45BXBPOCS0,cat,2,rzplus,55
736,Cat,3IQ9O0AYX9YL8X1AWON60IPJI7OITJ,39DD6S19JTA81O6GWZRZQBOU960ZE8,A18R8GG33EVI6C,cat,3,rxplus,1
737,Cat,3B286OTITHGCOCM786HPHEER72FAJZ,3J88R45B2KXNTKVR4VJPN27NGYBXP8,A2KAGFQU28JY43,cat,3,rxplus,19
738,Cat,3LAZVA75OLQ1KKI0B4GFJSCFU81O2T,3CFVK00FWPKKJKWXBGHS68LJFPA6LZ,ADZLMF2H5IPRO,cat,3,rxplus,37
739,Cat,3B286OTITHGCOCM786HPHEER734JAZ,3UN61F00H0OZ3ERWBH4J0EGIPXXR5P,A1H2DOSN5SFN7A,cat,3,rxplus,55
740,Cat,3G57RS03IK4FCACI6PKGAMCODFY52B,31LM9EDVOPRMVFEP7CRWS4UD6C4JN2,A1GKD3NG1NNHRP,cat,3,rzplus,1
741,None of the Above,30P8I9JKPLKO91AKUZ4RCR9ZAFK5VG,3G5W44VEUBHBW73L2TED3ZLTLF1GKQ,AS4FVWL91C6HR,cat,3,rzplus,19
742,Cat,3SNR5F7RA5SJJEJD6TYB1WPIF7IIEU,3GLB5JMZF1U3I1XBACSQZMQ32XLDGA,A2LDVDDTFY3LQ9,cat,3,rzplus,37
743,Cat,3X2LT8FDIZHKB8TRI7GQAD24JGTW8T,3URFVVM169HPQK32MZ64UTAXZO0ZUN,A3W1BZJDOLEW9P,cat,3,rzplus,55
744,None of the Above,3XBXDSS89BIUFFI0M1LGH12HC76XLV,3COPXFW7XFBH9KWK5C40X8ZLJ4OKPR,A18R8GG33EVI6C,cat,4,rxplus,1
745,Cat,3YOAVL4CB3GNM2BUHRAKS5GHYQW4Z3,3TGOYF9911L84L9SGC7WD1VIUXLUU8,A2KAGFQU28JY43,cat,4,rxplus,19
746,Cat,388FBO7J0US93KBV3ANXD7DFJDRNYU,3PZDLQMM0XK3YFJQB1CQDCEK5BU2CY,ADZLMF2H5IPRO,cat,4,rxplus,37
747,Cat,3GONHBMNIYX3QS00NVAGEZXHKI5ZMJ,3IO1LGZLKDWP4DCEHR8O13ZDV0R68F,A1H2DOSN5SFN7A,cat,4,rxplus,55
748,Cat,3HUR21WDEXOEFEPZ5GA6B94DLT2YXU,3BWI6RSP7K8PHE0AD4ZGZRVV1P4E72,A1GKD3NG1NNHRP,cat,4,rzplus,1
749,Cat,3MQY1YVHT6JH1QTR7ZBTD8CGNDDB2F,3XLBSAQ9Z8BNS9R69RDTK1WDQS87ZR,A13V95MSIU0JN3,cat,4,rzplus,19
750,Cat,391JB9X401781X1ENU76RK94GDYMKY,32EYX73OY48GOTHBCICR8Q8YQ6RURX,AKM6A2R4THEII,cat,4,rzplus,37
751,Cat,3MWOYZD5XYNX967TXNEZBGFD59TNOW,3QEMNNSB21YKP8MAH9OWT9DA3VPD7W,AVV45BXBPOCS0,cat,4,rzplus,55
752,Cat,3N5YJ55YYJ2872DSN49HALV8GHXNAJ,336KAV9KYURG1IKV7TUFA3636972YJ,A18R8GG33EVI6C,cat,5,rxplus,1
753,None of the Above,38Z7YZ2SC618GH9IFKTBVDEWY5CIQ2,3PDJHANYK9FIXOD7KV2UEGSCX3WH6N,AKM6A2R4THEII,cat,5,rxplus,19
754,Cat,379OL9DBTVDOEI71204SV6IVEOA9YH,39O5D9O87XRSJXF9F1QVWMJCBPTC3I,ADZLMF2H5IPRO,cat,5,rxplus,37
755,Cat,3TCFMTM8IHNGOSBZ52I47WZ71YC217,3EKVH9QME23D37P4BX71XIW2QMHD26,A1H2DOSN5SFN7A,cat,5,rxplus,55
756,Cat,3PR3LXCWTIYZEDHRX4IQCSBMCKHX94,3JPSL1DZ5WYBUMBLD6EJZ5RUGP8NAO,A1GKD3NG1NNHRP,cat,5,rzplus,1
757,None of the Above,3D4BBDG70KVPWDHGPZLT72NQBCD3CP,3HFNH7HEMLDX7A1GFYYAZLX2KOVGQQ,A13V95MSIU0JN3,cat,5,rzplus,19
758,Cat,307L9TDWK1R8NHE7EPU7NDH2AHMN3O,3MH9DQ7570BPZ38XW7IF9MUROXGUG1,A2U1NN8QDH1YVC,cat,5,rzplus,37
759,Cat,3EGKVCRQGZR72BMY0KIOMCDL2UEYBT,3TXWC2NHN3PU5GTLTWH524QGZOPS9J,AVV45BXBPOCS0,cat,5,rzplus,55
760,Cat,3D1UCPY6HJ8NKAR38N5O5GR7LC738G,3PMBY0YE2B2EYZ4PWAR5NZMY9R2C9G,A18R8GG33EVI6C,cat,6,rxplus,1
761,Cat,3VDVA3ILJGE63MJ64H3T90T8BGSG1D,31QTRG6Q2XCCTPL19R5R6GEWI3TPYS,AKM6A2R4THEII,cat,6,rxplus,19
762,Cat,3GV1I4SEPCOHW0Y4LECQHOPXF8YL6Q,39GXDJN2OXDAJ3RFIZGWDVFCCI1V8S,ADZLMF2H5IPRO,cat,6,rxplus,37
763,Cat,359AP8GAHJJ7XWI3RBOJKJZ6GBP7CI,3EFVCAY5L781S8RL1A2DA74IH668JI,A1H2DOSN5SFN7A,cat,6,rxplus,55
764,Cat,3UV0D2KX2PIHHLKUGFGDPD0ZMN84FP,3Z4AIRP3CACKCSCPJT8ZM6PPE9D1XZ,A1GKD3NG1NNHRP,cat,6,rzplus,1
765,None of the Above,38F60IALBJGA12KUSYY0UEPNWMT0TA,3WETL7AQWX77KC6U0R3NIGD2KKA53V,A13V95MSIU0JN3,cat,6,rzplus,19
766,Cat,3MGHRFQY3OO6IOJO24LZ2VH2BP6Y0U,3TMFV4NEPCDNYSRK89LSZXYQLUEW8M,A2XFLC9IUFS35U,cat,6,rzplus,37
767,Cat,3P4C70TRNUGJTTNAXRLCTF2M9S2LG5,32RIADZISW3T8AN9C1LELWF0DWC4S0,A3W1BZJDOLEW9P,cat,6,rzplus,55
768,Cat,37ZQELHER3X993MHK7ZMJCQ8AYMMN2,32VNZTT0AB3H7VNWXCL9VMA4N0TR47,A18R8GG33EVI6C,cat,7,rxplus,1
769,None of the Above,3PUOXASB6A2OJ8H6YM6B9DRXKIA9Z4,3GNCZX450MMBX7NYTLRB3UWPFCOAP1,AKM6A2R4THEII,cat,7,rxplus,19
770,Cat,3VJ4PFXFK66L2SX1K5L3OGN2OIHAUZ,3AWETUDC96RKHT82SIHQBQMM3PBIZM,ADZLMF2H5IPRO,cat,7,rxplus,37
771,Cat,3MJ9GGZYP65CIGOZ1LBXIXSA5SI2AV,3VD82FOHKUNH5M8VYZANKPHN6R1COB,A1H2DOSN5SFN7A,cat,7,rxplus,55
772,Cat,3SD15I2WE5T0GW8FF88QL2VGFO9633,351SEKWQS4G3ABTXLFQLCRA0W1BDMU,A1GKD3NG1NNHRP,cat,7,rzplus,1
773,Cat,3ECKRY5B2TVHU9A92GCOM6Q03CWIZ3,3R5F3LQFV6JUDFJ5QDUVVNI8GD7OZF,A13V95MSIU0JN3,cat,7,rzplus,19
774,Cat,31HLTCK4COUMPYZ4BVNIGO0O0PTVGL,3SBEHTYCWR2KC3YXWWF7XJDKZTPIYB,A2ESBX4C2Q6TQY,cat,7,rzplus,37
775,Cat,3XBYQ44Z7S339SLFL5RL19YRXTETWF,3TVRFO09GOEX2ZGTC3QI6LY3EWXLX4,A76WEZ9QGREEM,cat,7,rzplus,55
776,Cat,3NOEP8XAV71K60XYETENYIB1HH7XPT,3IQ1VMJRYXJQ5K7RCWVEH4WA9OK9AE,A18R8GG33EVI6C,cat,8,rxplus,1
777,Cat,3UAU495MJLRA4WR2UOQLPB77DZHOU8,3P59JYT76PJKKWL1XN7G2MEOSSV2T7,A2KAGFQU28JY43,cat,8,rxplus,19
778,Cat,3QHITW7OZR8TAZQK3W1YEFQDLXBAQU,3RGU30DZTE7GDXTPVBCWFP5D10KMJN,ADZLMF2H5IPRO,cat,8,rxplus,37
779,Cat,336OE47KJ5JIMKP4Q0R02RMCU9DWV7,3JMSRU9HQMTRS416V22W55BYNW6VEK,A1H2DOSN5SFN7A,cat,8,rxplus,55
780,Cat,39O0SQZVKQ6B3Y7M98EE9EYSGD8R7Q,3GNCZX450MMBX7NYTLRB3UWPG4CAPA,A1GKD3NG1NNHRP,cat,8,rzplus,1
781,Cat,3N7PQ0KLJ8O4TB1ULQROXQNTWOQE3T,3GFK2QRXXDG4BA8IABEPNDOZIGX5W0,A13V95MSIU0JN3,cat,8,rzplus,19
782,Cat,39KMGHJ4S299LTN3UWAQA3NIZCS00W,3IOEN3P9SBI7TDSTI6Z9MTC5JMG61C,A2XFLC9IUFS35U,cat,8,rzplus,37
783,Cat,3DFYDSXB3ZZW3L05EBYGHFQLEBCUJC,3TPWUS5F8D0PAVHXPL1X1JU9BMPCW0,A6YDORFZZXXPQ,cat,8,rzplus,55
784,Cat,3EKTG13I0X2JL3JW8UJ76KMJ53MLMZ,3UWN2HHPU24FUIXFU60AK5L00J7SNR,A18R8GG33EVI6C,cat,9,rxplus,1
785,Cat,3PUOXASB6A2OJ8H6YM6B9DRXKI9Z9T,3LOTDFNYABYWD717GNRY9PFC5P9WF0,A2OM8VOFPTQ8V,cat,9,rxplus,19
786,Cat,3RHLQY6EEW3KJ16YP9LN1DXEA8Q4D8,3YDGXNSEO3TBPQ80Y3F945FZZY584U,ADZLMF2H5IPRO,cat,9,rxplus,37
787,Cat,3EGKVCRQGZR72BMY0KIOMCDL2PYBYG,3YDGXNSEO3TBPQ80Y3F945FZZ9P48W,A1H2DOSN5SFN7A,cat,9,rxplus,55
788,Cat,3CZH926SJFDPB7KYL4W77VFZAMTE4H,3VNXK88KKGHAX8APNRMADRANWAVV91,A1GKD3NG1NNHRP,cat,9,rzplus,1
789,Cat,3YO4AH2FQGJX9MS2BU45P9E0CFU0QW,3YW4XOSQKUKSVOIUEOXC2ZQLLL21U2,A13V95MSIU0JN3,cat,9,rzplus,19
790,Cat,3OID399FYJ6UHH3N9QH6SHU5Z3PDF5,3NVC2EB65UY5M0GEBT8KTDBVGGLY3U,A2LDVDDTFY3LQ9,cat,9,rzplus,37
791,Cat,375VSR8FWZ8UN8DSS36X0YRRQALZRY,30JNVC0ORDJB76WRZ4GSKL930C1QH5,A3TYCJO2DG3RMH,cat,9,rzplus,55
792,Cat,3NRZ1LDP8Z59BVXDFB28V3RCPH5PZI,3IX2EGZR7FI7AD6H0J8D1OZN5XCRJR,A18R8GG33EVI6C,cat,10,rxplus,1
793,Cat,341YLJU22LYROY7XD93AZVGTIZYI2O,3P59JYT76PJKKWL1XN7G2MEOSSVT2Y,A2KAGFQU28JY43,cat,10,rxplus,19
794,Cat,3ZXV7Q5FKENKCPX99UMV8BCNEYNFC7,3MHW492WW4CP4STJC0QFIDG7WNPVMF,ADZLMF2H5IPRO,cat,10,rxplus,37
795,Cat,33TGB4G0MSGIYSQ5VAN73SCY6Q3TXH,3CN4LGXD51NQ4WZIB7D33I31SOFY4R,A1H2DOSN5SFN7A,cat,10,rxplus,55
796,Cat,3IHWR4LC8GC2AD9MTQCB9MTW41W8IR,3UOUJI6MTHD0LP3NLHIJX8UMP5PXU7,A1GKD3NG1NNHRP,cat,10,rzplus,1
797,Cat,33NOQL7TARYO53YWTU0X9HWM0GR8ZL,3IKZ72A5B8F6QDSTOM0BD62LEVZFNO,A3LV42KWYAJ2Q8,cat,10,rzplus,19
798,Cat,3VIVIU06GNBHV2BQNRMUE4URO99MIN,3X31TUMD71LPCYV05A5BBCU29CAL1U,A2ESBX4C2Q6TQY,cat,10,rzplus,37
799,Cat,3WRAAIUSCMYDJWRWPAWQ8NM6I6ZXAR,3LRLIPTPEU8AMGQIGTM37DAQOCUKA9,A3W1BZJDOLEW9P,cat,10,rzplus,55
800,Cat,3Z33IC0JD3L7AOCWXPH8O7E1W2HV9T,33LK57MYLX49B7BYXUB4FSS9AXGSZ9,A18R8GG33EVI6C,cat,11,rxplus,1
801,Cat,3N3WJQXEMVPTEZF3YC0NRB8LZ3SL25,31EUONYN2Z2D4VEVPG5SAH5CQHVOV1,AKM6A2R4THEII,cat,11,rxplus,19
802,Cat,3XDJY5RK6VK603HKB4BCBD12W8L4UI,3L0KT67Y8IF96H1T189L1LJ76TBSYZ,ADZLMF2H5IPRO,cat,11,rxplus,37
803,Cat,3AQN9REUUIF0H8KIEG9UH21L5AADYP,3AZHRG4CU8J8P5KT3LXB1LHB2B5038,A1H2DOSN5SFN7A,cat,11,rxplus,55
804,Cat,3MDWE879VK1S1AEQS8Q8NVKUTHU9B8,3J4Q2Z4UT22T4WRGU32SLOJQDJ1WQY,A1GKD3NG1NNHRP,cat,11,rzplus,1
805,Cat,3X7837UUBGXB1AA4IT0D19C5BNO6JC,382M9COHELERFPC6QCSR9J9FAQEEUY,A3LV42KWYAJ2Q8,cat,11,rzplus,19
806,Cat,3VP28W7DVQJXKI8J1863J9D8NLZFZ6,3H0W84IWBO1ZZXKPMIXM48MV4D1ERU,A2ESBX4C2Q6TQY,cat,11,rzplus,37
807,Cat,3IH9TRB0GEYKZDP1U53WUC6OQZPI1O,34S6N1K2ZZI0G9GE7Z8W3ZA9Q7NHLI,AVV45BXBPOCS0,cat,11,rzplus,55
808,Cat,37NXA7GVTW52BQD5MMKYTG5WWWYVLQ,3X65QVEQI4M9Z15YL7UVS8DT9LILCL,A18R8GG33EVI6C,cat,12,rxplus,1
809,Cat,3TC2K6WKAJ1YZSVK4NRJM6MFF3T826,3FIJLY1B6Y36TY4641D3HV7GCS6FPO,AKM6A2R4THEII,cat,12,rxplus,19
810,Cat,3N5YJ55YYJ2872DSN49HALV8GMONAK,3LEIZ60CDNYR6SFZOOBDYXNJKZQZ9M,ADZLMF2H5IPRO,cat,12,rxplus,37
811,Cat,309D674SI2KUZ8LT4S0ZPLL2Z1GCB9,3BDCF01OG1TM2463HZCKPZ5CEA9LY6,A1H2DOSN5SFN7A,cat,12,rxplus,55
812,Cat,3P458N04R4GOETWSCV3B25386E7X2C,3BXQMRHWK3XPRD4J7AGAMREOI2QUM7,A1GKD3NG1NNHRP,cat,12,rzplus,1
813,Cat,3WRBLBQ2HU76WXYO8YZTVVAY6SL0G1,34MAJL3QP8MPOT2UMMKDDO7OKOZ439,A3LV42KWYAJ2Q8,cat,12,rzplus,19
814,Cat,3NI0WFPPJCF4Z49IWLQ7J4X9CFE06X,3DPNQGW4LPEOLCPC5OIBKRJ8V1V64K,A2ESBX4C2Q6TQY,cat,12,rzplus,37
815,Cat,3D1UCPY6HJ8NKAR38N5O5GR7LNZ38U,3WR9XG3T67A7PC3HOYN3Q5J4QHO470,A3TYCJO2DG3RMH,cat,12,rzplus,55
816,None of the Above,3WPCIUYH2D740MLO4AMV9L96Q2GTDS,37UQDCYH61U6JPMW8UOQZVJHZ8RV7J,A18R8GG33EVI6C,cat,13,rxplus,1
817,Cat,3D06DR5238I2PKSSB3UHX668BWAMAF,32RIADZISW3T8AN9C1LELWF0ANAS41,AKM6A2R4THEII,cat,13,rxplus,19
818,Cat,31N9JPQXJSHNHPL6TAJ9R7ICTHENHV,3HQUKB7LNJDYUDXOGETYB7H27MHHH4,ADZLMF2H5IPRO,cat,13,rxplus,37
819,Cat,3NC6WP7WKKJV19P9GAWWOT5Q1IFWWH,33SA9F9TR1T47T1BLC7SR7UCU5FEWK,A1H2DOSN5SFN7A,cat,13,rxplus,55
820,Cat,38RHULDVA1ED0E54RTSHN2WIM8YWIT,3RU7GD8VPSSFX39SALD2OUQV2AJSPO,A1GKD3NG1NNHRP,cat,13,rzplus,1
821,Cat,3HXCEECSRPS3K9PE6YYR8UKOTVTYZO,35GCEFQ6I9N5RQQJ7FA37KKXLNTZ3F,A13V95MSIU0JN3,cat,13,rzplus,19
822,Cat,3ZG552ORBP3WA4RXCG2TEK6NQ6OV22,3EO896NRA0UKQSJ948D81305XBQJT3,AKM6A2R4THEII,cat,13,rzplus,37
823,Cat,35A1YQPVGHFJNVQKVS58X2J52FUI56,32AT8R96GP8SP8HOR7CWY0DUC8OSUX,A3TYCJO2DG3RMH,cat,13,rzplus,55
824,Cat,3H4IKZHAMEHFRL7HW8EMWRF8FOWNN3,3ZPPDN2SLZVTVXO3S1X0DNM1U3C9E3,A18R8GG33EVI6C,cat,14,rxplus,1
825,Cat,3RHLQY6EEW3KJ16YP9LN1DXEA8MD4D,3T3IWE1XGAM1CFNMZYXHY4CR8Y8QT8,A2KAGFQU28JY43,cat,14,rxplus,19
826,Cat,3TD33TP5EO166TOVKE48JQVEZXAABI,3L70J4KAZKL28AK8OC0G30F02ZYADD,ADZLMF2H5IPRO,cat,14,rxplus,37
827,Cat,3HYV4299I3VQU870X7MKO7V4C78E85,3ZAK8W07I8DSOZXCI5TCOU7BFOZU0K,A1H2DOSN5SFN7A,cat,14,rxplus,55
828,Cat,3MZ3TAMYUOM8SIOISZIB03O1UTJRIL,3F1567XTN04IS0E81SS074BFFIH9QM,A1GKD3NG1NNHRP,cat,14,rzplus,1
829,Cat,3XEIP58NM3MJKAIFNJ91EMISKGQLZK,3WR9XG3T67A7PC3HOYN3Q5J4PUH74L,A13V95MSIU0JN3,cat,14,rzplus,19
830,Cat,3XAOZ9UYS2QXGBDK7D853EXAH8VQ1M,3KAKFY4PGY1JW0197BMH7PH7QXO3IU,A21RPHHODQOHTH,cat,14,rzplus,37
831,Cat,3PEG1BH7BHQCI6XHW5HXD4YA4F5KBK,3UJ1CZ6IZLOB4TR9Q64OQOLEDRVS5F,A76WEZ9QGREEM,cat,14,rzplus,55
832,Cat,3DW3BNF1HKH7WJTMSXBUOBJQCWZV84,3KV0LJBBH6KXBLC23GL5HGR49R7RMV,A18R8GG33EVI6C,cat,15,rxplus,1
833,Cat,33NOQL7TARYO53YWTU0X9HWM0CRZ84,3B1NLC6UG3VC7Y01FLJLZG7SD87PG0,A2OM8VOFPTQ8V,cat,15,rxplus,19
834,Cat,31KPKEKW5DCA5GQDSC7FUKJ1QBYB0S,3IOEN3P9SBI7TDSTI6Z9MTC5HJ616P,ADZLMF2H5IPRO,cat,15,rxplus,37
835,None of the Above,3PMR2DOWPR0PFOR5A334319MXSD54O,3DUZQ9U6SQNS2N6OWXM1UMFDONSSVV,A1H2DOSN5SFN7A,cat,15,rxplus,55
836,Cat,3H5TOKO3ECILYSRJFMD9V7NMTO564O,3SKEMFQBZ74W3SX3JV2PBM4VW5I8KD,A1GKD3NG1NNHRP,cat,15,rzplus,1
