,HumanRecognition,HITId,AssignmentId,WorkerId,hashed,ca,no,tr,fr,ratio,path
985,Cat,3S37Y8CWJBZJS76P64QDT1MZICX4WV,37XITHEIS08K2Z0BQRRREKMSN7ARCG,A1S88VQY8G8CNC,4421368611182403321,cat,4,rxminus,109,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxminus_109/050.png
986,Cat,3L7SUC0TUXT6O7UAJ1XO80UV3Y0M03,3DQQ64TANKK84KQ1UQN3LJTGE33PWQ,A24F42H3K58D8A,-4370140945119690223,cat,4,rxminus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxminus_115/050.png
987,Horse,33IXYHIZC8HF8T5BHQDJEGI1RUWE2T,3I33IC7ZWJ1F50MSRNGZ7HOWBCQ2AR,AK2BB7OB8HYIP,8898674185652616231,cat,4,rxminus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxminus_127/050.png
988,Cat,3ZFRE2BDRCDEK4Z412CPPGDFS94ZXT,3CTOC39K3BPXSUM2R5A7W78NCDAJ74,AWMQJBTBQB8AX,-2655512528263108482,cat,4,rxminus,133,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxminus_133/050.png
989,Cat,3K3IX1W4T9Q8ANP53JM9EA03HPOPAU,32Z9ZLUT1PJ8MUJBKROOVGE3PA8HOF,A24F42H3K58D8A,5124314838435380608,cat,4,rxminus,139,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxminus_139/050.png
990,Cat,3UZUVSO3QAU5FX94R8W3TPWZXZDEMK,3I0BTBYZA1K958HHS6Q1RFDOH56Y0A,AK2BB7OB8HYIP,5389117002322688104,cat,4,rxplus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_001/050.png
991,Duck,3PCPFX4U53PO6Q7SECNQSG14J1OFQP,3VNL7UK1XJI4LQXDLIMNM58D83HFT6,A3DLDEPUIIAN9P,8306545473562265178,cat,4,rxplus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_007/050.png
992,Cat,3L1EFR8WXW4IERQ6XAC46LBF91L9FY,3I0BTBYZA1K958HHS6Q1RFDOH57Y0B,AK2BB7OB8HYIP,3571766727795858039,cat,4,rxplus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_013/050.png
993,Horse,37J05LC5B0IAMJPJSG8R7FMXTTEDJJ,3K4J6M3CXIS5KUUZQ21O9LIXLSIAGZ,AWMQJBTBQB8AX,-4240372884776826277,cat,4,rxplus,19,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_019/050.png
994,Cat,3HO4MYYR25NKFQLYUS4R8BLGTNRU66,3NL0RFNU0JMVKRA17SCCUAOQ00I4K2,AWMQJBTBQB8AX,-4746083248965286664,cat,4,rxplus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_031/050.png
995,Horse,3LB1BGHFM5V7YXGF0699M6J79JCYTI,3BXQMRHWK3XPRD4J7AGAMREOOIZUMI,A3DLDEPUIIAN9P,-1101874537565255939,cat,4,rxplus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_037/050.png
996,Cat,3UDTAB6HI9YRHNBGUSTJ3EOB3ZV90T,36AHBNMV1VB34SIB4IEW6MX7BSGYD0,AWMQJBTBQB8AX,-3807958321940940979,cat,4,rxplus,49,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_049/050.png
997,Horse,38G0E1M86P45UG0ZV0CZK31FAGIVUY,3WMINLGALF2S3IEUOG55JUXIN18AC9,A3DLDEPUIIAN9P,-7918485161938200087,cat,4,rxplus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_055/050.png
998,Cat,309D674SI2KUZ8LT4S0ZPLL20OUBCX,3X87C8JFVAA0XFA7AYSROZG5DM5QSF,A24F42H3K58D8A,8896887974451786373,cat,4,rxplus,61,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_061/050.png
999,Cat,37VE3DA4ZXGLGGW9QKE00CIIDGZHBC,3AMW0RGHOH1IHQHN2PWGP0GPLRDNPB,A3DLDEPUIIAN9P,1983939207421330217,cat,4,rxplus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_073/050.png
1000,Cat,3J9L0X0VEILKPDC1NZM4A9XF44A9WV,3TXWC2NHN3PU5GTLTWH524QG3M79SI,A24F42H3K58D8A,1614669390578203735,cat,4,rxplus,79,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_079/050.png
1001,Horse,3HO4MYYR25NKFQLYUS4R8BLGTNR6UI,3IX2EGZR7FI7AD6H0J8D1OZNDP1JR0,A3DLDEPUIIAN9P,1877398344493398316,cat,4,rxplus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_085/050.png
1002,Horse,3QQUBC640HDK3FLLYE1VUT66IVWXNA,3CPLWGV3MSYXP31GL00J3AGAGNW9N3,A24F42H3K58D8A,-4531320333197610952,cat,4,rxplus,97,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_097/050.png
1003,Cat,38Z7YZ2SC618GH9IFKTBVDEWZTGIQJ,3R9WASFE23F0726CRAB58T9UTZ2FZL,AWMQJBTBQB8AX,3806375937912355550,cat,4,rxplus,103,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_103/050.png
1004,Cat,3LVTFB9DF8HUKQ3NPWT8A11GKGLQGW,3NL0RFNU0JMVKRA17SCCUAOQ0YE4KU,A14OYCOHYIUMSE,-818775148169386415,cat,4,rxplus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_115/050.png
1005,Cat,3OYHVNTV6WXW10MQ0AMJJOY9CWOOKT,33CID57108SLM19FSEJUZ59ZB2NL31,AK2BB7OB8HYIP,5410174173212203069,cat,4,rxplus,121,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_121/050.png
1006,Cat,307L9TDWK1R8NHE7EPU7NDH2B0UN3Z,35H6S234SEZ6HVTCJT1LPJPMZ1M65X,A24F42H3K58D8A,1874763824271504061,cat,4,rxplus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_127/050.png
1007,None of the Above,3YD0MU1ND50J4HL57XSSEO9IHVIA78,324G5B4FB77QQOLG5X01E2TRD4N07X,A3DLDEPUIIAN9P,-1983889232031668241,cat,4,rxplus,133,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rxplus_133/050.png
1008,Cat,3PMR2DOWPR0PFOR5A334319MYFQ45B,34X6J5FLPXX7YCRHN4JDWYPIH12QJ5,A2IQ0QCTQ3KWLT,-1681508458122644507,cat,4,ryminus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_001/050.png
1009,Horse,3YCT0L9ONP8C7YZM44V8VLPE3GTNSR,3HL8HNGX490L1BOZNCH6V571EWTF9L,A24F42H3K58D8A,-5382280488614980223,cat,4,ryminus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_007/050.png
1010,Cat,3ZICQFRS44H3PZZJ2K0AM1TQ093ZZR,36H9ULYP66TA7N189O8JKZL4A37FJM,A1S88VQY8G8CNC,-5872251335041161172,cat,4,ryminus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_013/050.png
1011,Giraffe,3A520CCNXQZ4DW0FU56YKY1Z3IOAEW,3EICBYG648V34BHYIMIICT01DO8CJX,A3IQRBKS1DUJVZ,3195335603550264025,cat,4,ryminus,19,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_019/050.png
1012,Cat,30F94FBDOUJBLPN4QEVPEVL6OAVTBZ,3ZAK8W07I8DSOZXCI5TCOU7BLHL0U4,A1S88VQY8G8CNC,-3576215786054596012,cat,4,ryminus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_031/050.png
1013,Cat,37VUR2VJ7DOTMA312V7AJ98TEC3C1F,3PIWWX1FJN5QCPN4SEZ4ZXDW384JJ5,A1S88VQY8G8CNC,-1675971781755685854,cat,4,ryminus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_037/050.png
1014,Cat,3BA7SXOG2MPF3CC5JD6KNEUNSJC8R1,37C0GNLMHJ21L885YZJ4NVDECIAD62,A24F42H3K58D8A,-3335890344825469868,cat,4,ryminus,43,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_043/050.png
1015,Cat,3JHB4BPSGN8F5GGFBQNYIKFTG3TQ98,39O5D9O87XRSJXF9F1QVWMJCHRG3C6,A3DLDEPUIIAN9P,-22195805356201939,cat,4,ryminus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_055/050.png
1016,Cat,3P4C70TRNUGJTTNAXRLCTF2MAA2LG6,3WI0P0II65RU7R6PQNM2YQ4A871RDV,AK2BB7OB8HYIP,3009045406031565449,cat,4,ryminus,61,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_061/050.png
1017,Cat,3S8A4GJRE62KS5AYZIEW4XNZ7UZ6V6,3W2LOLRXLFE2LXCZI48P23Z0SEUKRT,A24F42H3K58D8A,2799986737662831592,cat,4,ryminus,67,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_067/050.png
1018,Cat,3HXK2V1N5NEDS712NL37EJ3D4A9G2A,36TFCYNS489VG3X3LIBKET5W1E2XHP,A24F42H3K58D8A,-7746377623333588306,cat,4,ryminus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_073/050.png
1019,Cat,3T2EL38U1PJ56CYDE6TCYN1BN6KQXR,3QY7M81QHBLS3ESK9QAJXM80R2AK74,A3S48MJA5J93LZ,-1964488946183706781,cat,4,ryminus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_085/050.png
1020,Horse,34OWYT6U4ZG2OISWYIIP9IO7PTA9IM,3KXIR214I8F03B6BIM68UE2WJ0A42U,A24F42H3K58D8A,-4430320015261913910,cat,4,ryminus,91,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_091/050.png
1021,Cat,3LEG2HW4VIM7E757C1XPWY313VA2FY,3WJEQKOXAC18GF4W8JGL2YERJ4A1A3,A3DLDEPUIIAN9P,-919011694751006809,cat,4,ryminus,97,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_097/050.png
1022,Cat,3UXQ63NLBDLN2CFZH5TYS4BPUX8LBN,32SCWG5HIL3AA5BV38AZNPU3Q1BP6Q,A24F42H3K58D8A,2029124877652550734,cat,4,ryminus,109,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_109/050.png
1023,Cat,3T5ZXGO9EHNUB7YSFOHXV8HMV6IZQX,3OS4RQUCRDE4P43WLWV2MB2R2YFBFE,AK2BB7OB8HYIP,-8044682287237807888,cat,4,ryminus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_115/050.png
1024,Cat,37G6BXQPMTKW0C7WJ13KAYG4708EQ5,382M9COHELERFPC6QCSR9J9FFGWUEH,A2RMR0ZSQ575XZ,-6924371396500803540,cat,4,ryminus,121,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_121/050.png
1025,Cat,3I7KR83SODCTUDIKYL31MY3KHX09KY,3WMINLGALF2S3IEUOG55JUXIN1XACY,A24F42H3K58D8A,-4470949624236112690,cat,4,ryminus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryminus_127/050.png
1026,Horse,31N9JPQXJSHNHPL6TAJ9R7ICU5CHN0,3Z4XG4ZF4CQ2NSWAIEHE1GCXYV58XE,A24F42H3K58D8A,2574119718813631575,cat,4,ryplus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_001/050.png
1027,Horse,3X2LT8FDIZHKB8TRI7GQAD24KYQW8R,37KGEN7NJ7PIKBT0I498TPLKL54PPX,A8E99XNOTT390,-5825142655722225459,cat,4,ryplus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_007/050.png
1028,Cat,3PN6H8C9S7PZLQMFYAVEEGJE36NDA6,378XPAWRUGCJGL0UGQ1RUXVD07SIAL,A3EV2X1PS147FM,-7956954576389553480,cat,4,ryplus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_013/050.png
1029,Cat,3OJX0UFJ1267X9NWSZ73SLCIJOY9UV,35DR22AR5HJGMVQ46XMIAZ4MI9T3XX,A24F42H3K58D8A,4047827101825710321,cat,4,ryplus,19,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_019/050.png
1030,Cat,3SBX2M1TLGME8AA3UVR71C4DUBF4QQ,3YW4XOSQKUKSVOIUEOXC2ZQLQ7Z1UC,A24F42H3K58D8A,-8168839124064413874,cat,4,ryplus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_031/050.png
1031,Horse,3ZC62PVYEK9PF9ZP0KO4SVX4K95XXT,39L1G8WVWUQ8WU5BZ41BFQ0LDUZ13O,A24F42H3K58D8A,292992160034777170,cat,4,ryplus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_037/050.png
1032,Horse,3GVPRXWRQKTYAZ43JLK5VMX1U3MI7J,3SLE99ER0RCAULUWM8P9P3I9E1TZB6,A24F42H3K58D8A,2381322800739530341,cat,4,ryplus,43,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_043/050.png
1033,Cat,3D7VY91L78W78UXKHHUDSHQEU2XBME,3UXUOQ9OKIWMR1JYXZXU3854MOE7A6,A2IQ0QCTQ3KWLT,-5999476561454708530,cat,4,ryplus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_055/050.png
1034,Cat,3ICOHX7EOFA8CJ2X2395VSPMUWA0ET,3W2LOLRXLFE2LXCZI48P23Z0SEXRK3,AWMQJBTBQB8AX,1028086522960562315,cat,4,ryplus,61,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_061/050.png
1035,Cat,38LRF35D6OVLI7YGBQ6T189WJWPU30,36TFCYNS489VG3X3LIBKET5W1ELHXS,A3S48MJA5J93LZ,6861289250634242230,cat,4,ryplus,67,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_067/050.png
1036,Cat,3YD0MU1ND50J4HL57XSSEO9IHVJ7A6,3ZPBJO59KT0HIXSMUIA8KM24LW7HDO,A24F42H3K58D8A,-3175278946021641920,cat,4,ryplus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_073/050.png
1037,Horse,3ZURAPD29BM0PMNBTXXBRFTWBPUF1S,337RC3OW0915YABYCOP0I01I2KYVLM,A24F42H3K58D8A,-8927619883535831268,cat,4,ryplus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_085/050.png
1038,Horse,3X7837UUBGXB1AA4IT0D19C5C7TJ6Z,35GMH2SV3IGW2KS9UQGIADHQXUMEO2,A3DLDEPUIIAN9P,1949750900069852367,cat,4,ryplus,91,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_091/050.png
1039,Cat,33CLA8O0NLAOIRMSRRCQX6B9FNORF0,3HVVDCPGTIRALHE8Q8EBBQFTEDTYT6,AWMQJBTBQB8AX,2977456323702435253,cat,4,ryplus,97,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_097/050.png
1040,Horse,3J94SKDELLO2FKAY3E4X653SBSJD5X,3K3R2QNK8F2AKTLPI1C5H584OHU9UW,A1S88VQY8G8CNC,-8206136440408675354,cat,4,ryplus,109,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_109/050.png
1041,Cat,3R15W654WGSA6IHO0NQONT6OGX8QL3,3018Q3ZVOMPW9K3D6DV08PW4N07AR7,A1S88VQY8G8CNC,-440049932611093368,cat,4,ryplus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_115/050.png
1042,Cat,3VGZ74AYUJFQQPT4KESDQWCZG1NGCK,304SM51WA73DT98IRGV1TAL6ROABSY,AK2BB7OB8HYIP,-4744007058760019114,cat,4,ryplus,121,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_121/050.png
1043,Duck,3QMELQS6Z8ASZYTHQY9M30YWMONR6Z,3TOK3KHVJXHBT5DZ7I2C43P9B7HO7P,A3DLDEPUIIAN9P,6533897176687486962,cat,4,ryplus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/ryplus_127/050.png
1044,Horse,391JB9X401781X1ENU76RK94HW8KM9,3DR23U6WE9DCFCXHQ72H4NNDW24ETP,A3DLDEPUIIAN9P,-8549713149662921212,cat,4,rzminus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_001/050.png
1045,Horse,3FI30CQHWNI5JRCSU1NW3LTS42JB65,39PAAFCODQZTHNJ3LXRR4RBZWXNVTS,A24F42H3K58D8A,-6762817483183430332,cat,4,rzminus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_007/050.png
1046,Horse,3E9ZFLPWP1RSPEAU1YO3PLAPWW4IXH,3CTOC39K3BPXSUM2R5A7W78NCEB7JV,A3EV2X1PS147FM,-5174056418457852477,cat,4,rzminus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_013/050.png
1047,Cat,3XDJY5RK6VK603HKB4BCBD12XWK4UU,37C0GNLMHJ21L885YZJ4NVDECIFD67,A24F42H3K58D8A,-4251353595787299509,cat,4,rzminus,19,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_019/050.png
1048,Horse,37VUR2VJ7DOTMA312V7AJ98TEC21C3,3VELCLL3GOI3C6L4JZ2DGZPIGIR1FG,A1S88VQY8G8CNC,-7093834489745498904,cat,4,rzminus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_031/050.png
1049,Horse,3LG268AV4B5WCDMWWGSKFOQ93M9ER5,3LRLIPTPEU8AMGQIGTM37DAQSARAKW,A24F42H3K58D8A,-6758346920594230385,cat,4,rzminus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_037/050.png
1050,Cat,3H781YYV7WH9SSZO05XFF3RRR78TEZ,3IO1LGZLKDWP4DCEHR8O13ZD1RX86B,A3DLDEPUIIAN9P,-3797093599305948102,cat,4,rzminus,43,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_043/050.png
1051,Cat,3LB1BGHFM5V7YXGF0699M6J79JDTYE,35DR22AR5HJGMVQ46XMIAZ4MI92X30,A3S48MJA5J93LZ,-327649981985856787,cat,4,rzminus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_055/050.png
1052,Cat,3PKVGQTFJKJUII3NWH4EMRIPLYFYR5,3S06PH7KSV36EM78ST7NSZMX47ED1O,A3DLDEPUIIAN9P,7238330804245008279,cat,4,rzminus,61,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_061/050.png
1053,Cat,37J05LC5B0IAMJPJSG8R7FMXTTGDJL,3VSOLARPKF8QLZ863HG4UWI4B6993R,A24F42H3K58D8A,-9099518332640035545,cat,4,rzminus,67,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_067/050.png
1054,Horse,3E9VAUV7CZD2J1H6U6ISR1TFLUSAYA,33LKR6A5KIJDVB35EJ72X34J7T11TU,A3DLDEPUIIAN9P,-4807670449479464146,cat,4,rzminus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_073/050.png
1055,Cat,3T2HW4QDVY6BBF6W68M3YFQCCOQ9CK,3ZOTGHDK5MAXC3XRVL0NZUL5YJXSOF,A2IQ0QCTQ3KWLT,-1056313640528129804,cat,4,rzminus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_085/050.png
1056,Giraffe,3N5YJ55YYJ2872DSN49HALV8HAPANL,3VBEN272MOY9KQGT72NFULC370BSG3,A10249252O9I20MRSOBVF,7580226024712684652,cat,4,rzminus,91,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_091/050.png
1057,Cat,3IYI9285XVZ0HRJ5SKDGN94F8T4CJK,3LRLIPTPEU8AMGQIGTM37DAQSAEKAT,A3DLDEPUIIAN9P,6474553354766684220,cat,4,rzminus,97,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_097/050.png
1058,Cat,388FBO7J0US93KBV3ANXD7DFK1QNY6,3NXNZ5RS1EW8MI9T5TJU7DUKG8F97G,A24F42H3K58D8A,8496240605675826559,cat,4,rzminus,109,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_109/050.png
1059,Horse,3L1EFR8WXW4IERQ6XAC46LBF91IF91,37Z929RLGD7DPV2ZR2MMT4RSXTPSTG,A24F42H3K58D8A,6347693473560480654,cat,4,rzminus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_115/050.png
1060,Cat,3ABAOCJ4SB3UC0Z90ZR3N6LDG20QM7,3FPRZHYEP26OI6L96IL0ME712YW3V5,A3DLDEPUIIAN9P,3976505660640249201,cat,4,rzminus,121,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_121/050.png
1061,Cat,3CVDZS289KZXLB90MJG9B7HZ90PFM0,36H9ULYP66TA7N189O8JKZL4A0CFJL,AWMQJBTBQB8AX,-269961990179145148,cat,4,rzminus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzminus_127/050.png
1062,Cat,30P8I9JKPLKO91AKUZ4RCR9ZBZN5VO,340UGXU9D208H0YSL2H19NX1F9EUVY,A2IQ0QCTQ3KWLT,-1688133640878874713,cat,4,rzplus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_001/050.png
1063,Cat,3DIIW4IV9SU1RCMKHNMYSADR31XI40,3ZV9H2YQQH61XVLEWSQW8GQF97NW3X,A24F42H3K58D8A,-8079025805529593397,cat,4,rzplus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_007/050.png
1064,Cat,37M4O367WMH5JEGBG730PVQMK6E5MA,3O6CYIULEH0LWPYXBCMXVPGFMMXWUZ,A1S88VQY8G8CNC,5336059860716167700,cat,4,rzplus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_013/050.png
1065,Cat,3IJ95K7NE0B9HTQV941R676BF50NG8,3AQF3RZ55CHYJSM1P5EUBVGZOV1F6Q,A24F42H3K58D8A,1258269893344865682,cat,4,rzplus,19,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_019/050.png
1066,Cat,36GJS3V79YPDY3ZAU69ZD0PU6LXJG2,36V4Q8R5ZOZXZKX2Q1W5CQHZLZCQMW,A1S88VQY8G8CNC,-7064888482705554018,cat,4,rzplus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_031/050.png
1067,Cat,3G4VVJO6Q2FEM0YRFAZY8O3ZM1JPKA,33PPUNGG3C4XASBLI5BZPINDWNFZR2,A3DLDEPUIIAN9P,-7318427150917888051,cat,4,rzplus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_037/050.png
1068,Horse,3U74KRR68PKDMYC1T40Y5QL05Z7NTG,3S3AMIZX3Y4Q1PH68QW79V5O83MDCT,AWMQJBTBQB8AX,6935889352690080038,cat,4,rzplus,49,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_049/050.png
1069,Cat,3K8CQCU3LH05EFGVO959SASZ9TQWNG,3IXQG4FA2XXVOUCJIAVACFGGZYMB9K,AWMQJBTBQB8AX,-428844754077151981,cat,4,rzplus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_055/050.png
1070,Cat,3D7VY91L78W78UXKHHUDSHQEU2YMBQ,3YMTUJH0DWFUNA0O11Q4V1BMJDX4TW,A24F42H3K58D8A,5327873978317713144,cat,4,rzplus,61,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_061/050.png
1071,Duck,3KQC8JMJHFRGDLSWBRZUITK6POM3H7,3AMW0RGHOH1IHQHN2PWGP0GPLR3PN3,A3DLDEPUIIAN9P,-7528702233213792215,cat,4,rzplus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_073/050.png
1072,Cat,3AFT28WXMI15V5W2071768JWKSZOII,3UNH76FOCW468MOOHBDZPCK1K88YMM,AK2BB7OB8HYIP,1486169479522949516,cat,4,rzplus,79,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_079/050.png
1073,None of the Above,3J9L0X0VEILKPDC1NZM4A9XF448W9G,3OWEPKL08DBTBKDN632ZPEP4LXYN7V,A3DLDEPUIIAN9P,465324352450067458,cat,4,rzplus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_085/050.png
1074,Cat,37Y5RYYI1S4HJSDQ6AIHTNGC5U5XSN,3ZY8KE4ISN2GP7RB4TXWZM0CCQ8QVT,A3S48MJA5J93LZ,-6611572750187482430,cat,4,rzplus,97,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_097/050.png
1075,Cat,3D17ECOUPHU59A7I92W9Q64Z8ZS138,3Z2R0DQ0JLDIVD347SIL30ENWROE2Y,AK2BB7OB8HYIP,-3927499164655966086,cat,4,rzplus,103,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_103/050.png
1076,Horse,3X7837UUBGXB1AA4IT0D19C5C7T6JM,33CID57108SLM19FSEJUZ59ZB0P3LH,AWMQJBTBQB8AX,8200166834161812278,cat,4,rzplus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_115/050.png
1077,Horse,3AQN9REUUIF0H8KIEG9UH21L6XOYDZ,3IXEICO796I82X42KPJJSZV0F4D6TT,A3DLDEPUIIAN9P,3010131507801809961,cat,4,rzplus,121,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_121/050.png
1078,Cat,3W5PY7V3VS6DKUKAOCV5K0WYBHKYJC,3OB0CAO74LOKG8NDQEXMX7C53K6HYP,A24F42H3K58D8A,-6938008700950255074,cat,4,rzplus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/cat/test/04/rzplus_127/050.png
