,HumanRecognition,HITId,AssignmentId,WorkerId,hashed,ca,no,tr,fr,ratio,path
373,None of the Above,3ECKRY5B2TVHU9A92GCOM6Q04W8ZI1,3R2UR8A0IEF58KJQPV6AY22XDWFXO4,AX7K5UODLEK72,-8372921503593338300,ball,1,ryminus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryminus_103/025.png
374,None of the Above,3IVEC1GSMSYGUO97CNOW6DLO4WIJ16,3A1COHJ8NNU512WVDAZSYUO39Z9H84,A22VGT2F28LTWC,-1372067080170648197,ball,1,ryminus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryminus_115/025.png
375,None of the Above,3KL228NDNYL89N5SCR9BEFP7LA2GK3,3X87C8JFVAA0XFA7AYSROZG5CHJQSI,AGQKBH53S12SZ,1992662664609207815,ball,1,ryminus,121,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryminus_121/025.png
376,None of the Above,329E6HTMTZ17FBT4HC2RVL0YH5XK3Z,3MD9PLUKKMDCVUJTPYUIGYI3ULUZN7,AGQKBH53S12SZ,-1023150681145502777,ball,1,ryminus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryminus_127/025.png
377,None of the Above,3OJX0UFJ1267X9NWSZ73SLCIJO79U4,37C0GNLMHJ21L885YZJ4NVDECEJ6DW,AX7K5UODLEK72,933783293740019642,ball,1,ryminus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryminus_133/025.png
378,None of the Above,3AC6MFV6ANHHYEZPWYU3MUPL4JTZH8,3137ONMDKK48A7BB673A548O64IGEW,A3FPKH2F4IACUQ,-670674070680836873,ball,1,ryplus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_001/025.png
379,None of the Above,3BAKUKE4AKBXSCSKKSX5847FEDDR17,3VHHR074H7G3NKA2UQMKCMLFFXJ7LN,AGQKBH53S12SZ,-8810071206771567523,ball,1,ryplus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_007/025.png
380,None of the Above,356ZPKYPVKG965N8JP0PHWIAKGYYPK,3XLBSAQ9Z8BNS9R69RDTK1WDV7XZ77,AX7K5UODLEK72,-7440897694196648098,ball,1,ryplus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_013/025.png
381,None of the Above,3NBFJK3IPKHRZEQ7AJ14LW6G5FCGON,3R9WASFE23F0726CRAB58T9USU6FZE,AX7K5UODLEK72,-792060315720391261,ball,1,ryplus,25,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_025/025.png
382,Ball,3KG2UQJ0NMN0UIK9C0630LADLSFNQ9,3E13VNJ1NRUNMXNUK78YJW2AV79I17,AX7K5UODLEK72,8537676310596411613,ball,1,ryplus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_031/025.png
383,None of the Above,3INZSNUD93PLG7CA64HEIL8UXOBD9X,39L1G8WVWUQ8WU5BZ41BFQ0LDQ131K,A3FPKH2F4IACUQ,7473615247033281299,ball,1,ryplus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_037/025.png
384,None of the Above,3Q2T3FD0PQ725ZT72OF7AYS26AU3MP,39ASUFLU616JWT61VH3ETQ8J9UBXE2,A3FPKH2F4IACUQ,1087064659397589842,ball,1,ryplus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_049/025.png
385,None of the Above,3LVTFB9DF8HUKQ3NPWT8A11GKGUGQV,3QXNC7EIPMUU4799KUYLSYKX7PS90O,AX7K5UODLEK72,-4832380608526089784,ball,1,ryplus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_055/025.png
386,None of the Above,3IH9TRB0GEYKZDP1U53WUC6ORHV1IE,3DEL4X4ELAKH2YNSVIF80T0ZQ52YX1,AGQKBH53S12SZ,1736368562405359473,ball,1,ryplus,67,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_067/025.png
387,None of the Above,3OJX0UFJ1267X9NWSZ73SLCIJO4U9M,3L4D84MIL3RULJSE4EWJNKXHPBVJHK,AX7K5UODLEK72,-7012183994637838258,ball,1,ryplus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_073/025.png
388,None of the Above,3A3KKYU7Q6GZWXVVC8Q9FV3Z43PMWF,3SITXWYCNZ8LPQUHLQ1OSI2Y6X7XBB,AX7K5UODLEK72,-3617579023015947449,ball,1,ryplus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_085/025.png
389,None of the Above,37VE3DA4ZXGLGGW9QKE00CIIDG7HBK,3UN61F00H0OZ3ERWBH4J0EGIVKP5RB,A3FPKH2F4IACUQ,-4522330209822424700,ball,1,ryplus,91,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_091/025.png
390,None of the Above,3Z3R5YC0Q6M1Y6ZKVGHLXLCR38STFM,3I33IC7ZWJ1F50MSRNGZ7HOWA5CA26,A3JB1MBS7KFAGJ,-6514025281687118323,ball,1,ryplus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_103/025.png
391,None of the Above,3HXCEECSRPS3K9PE6YYR8UKOUF4ZY5,3Z9WI9EOZ3NPW3YWMZWVOZXU51EHK3,AX7K5UODLEK72,957277912886011634,ball,1,ryplus,109,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_109/025.png
392,None of the Above,3R0WOCG22P8J0Z0D4FC5EHV8A9KUD4,3TGOYF9911L84L9SGC7WD1VI0ZAUU7,AX7K5UODLEK72,5490779321413076154,ball,1,ryplus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_115/025.png
393,None of the Above,3YD0MU1ND50J4HL57XSSEO9IHVR7AE,3ZV9H2YQQH61XVLEWSQW8GQF93CW3E,A3FPKH2F4IACUQ,5091063644401802823,ball,1,ryplus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_127/025.png
394,None of the Above,3KG2UQJ0NMN0UIK9C0630LADLSGNQA,3KOPY89HMC1FRBLFPT7HJQW766NJ3N,AGQKBH53S12SZ,-6534198389519983834,ball,1,ryplus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_133/025.png
395,None of the Above,32TMVRKDHQX826A781A7FLJD05084Q,3NGI5ARFTX4F3JAYX2YIST3MHLMP18,A3FPKH2F4IACUQ,4481722181483425744,ball,1,ryplus,139,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/ryplus_139/025.png
396,None of the Above,3VGET1QS03YGBUO882OKWD699EUW7E,3FUI0JHJP1X46XJQM8FU3JFIBAR33O,A3FPKH2F4IACUQ,7607447291690992147,ball,1,rzminus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_001/025.png
397,None of the Above,3K3G488TS57W4TE380AH64ARU7HQ5O,3E7TUJ2EGGLO3RA3W6MG754G2FJD96,AX7K5UODLEK72,-3760020156666428443,ball,1,rzminus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_007/025.png
398,None of the Above,3M67TQBQRKNNI09YMUQCSK0OCLEA9S,3Y4W8Q93L3JM0YN6Z7RCZNTDT70VD2,AX7K5UODLEK72,-4016175302460393859,ball,1,rzminus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_013/025.png
399,None of the Above,3IYI9285XVZ0HRJ5SKDGN94F8TCJCZ,3IHR8NYAMB0WVI7HKKHKQRAPU6H4PO,AX7K5UODLEK72,-7983732063446615906,ball,1,rzminus,25,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_025/025.png
400,None of the Above,3S1L4CQSG04WJA0BPGQ42GMZFJ8AFJ,3TYCR1GOTGIM7UG8DLE336EEPQOZLZ,AGQKBH53S12SZ,4779619852544658265,ball,1,rzminus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_031/025.png
401,Ball,3EPG8DX9MNPB4HDO8NVS6ZKHPBUP5V,3ITXP059P0IJBS6UF88IRY4JYMQSJS,A3FPKH2F4IACUQ,-34512591748219779,ball,1,rzminus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_037/025.png
402,None of the Above,3OQQD2WO9L5G9G3GH9HFI5LLP1A3I9,3ERMJ6L4D2RNT2SNU2NZCZ04G3W7MF,A3FPKH2F4IACUQ,-5597579451981856661,ball,1,rzminus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_049/025.png
403,None of the Above,3OJX0UFJ1267X9NWSZ73SLCIJO59U2,3MRNMEIQW95J4TBCL3P6CEVB186DL6,AX7K5UODLEK72,8855540698555549141,ball,1,rzminus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_055/025.png
404,None of the Above,3X7837UUBGXB1AA4IT0D19C5C7ZJ65,3WS1NTTKE2B35H0MNGYD2U68ANJ0F3,AGQKBH53S12SZ,734887832909776248,ball,1,rzminus,67,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_067/025.png
405,None of the Above,31GECDVAAMLZDFVXYA6OS570Q1G66N,33FOTY3KEQKW9U1USXCC8T4FJ3C1CE,AX7K5UODLEK72,3093893421268611218,ball,1,rzminus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_073/025.png
406,None of the Above,3SV8KD29M7R8040X2JX0ZM5DW0YKZY,3AAJC4I4FKRGC4S8A02QNR1MM29ZJQ,AX7K5UODLEK72,-8342193826453804682,ball,1,rzminus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_085/025.png
407,None of the Above,3SBX2M1TLGME8AA3UVR71C4DUBM4QX,3PM8NZGV82F8TWW648YEN7XXRWLQXQ,AX7K5UODLEK72,6150695106927597885,ball,1,rzminus,91,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_091/025.png
408,None of the Above,3D4BBDG70KVPWDHGPZLT72NQCWO3C5,3I2PTA7R3XT29WXZ5PJPXDPVVN1QKW,AGQKBH53S12SZ,-2027102695821508035,ball,1,rzminus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_103/025.png
409,None of the Above,3X2LT8FDIZHKB8TRI7GQAD24KY0W81,34Z02EIMIWCDOMINI032JYL92XL0T8,AX7K5UODLEK72,-1695778037106298690,ball,1,rzminus,109,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_109/025.png
410,None of the Above,3YCT0L9ONP8C7YZM44V8VLPE3G3NS1,39PAAFCODQZTHNJ3LXRR4RBZWTSVTP,AX7K5UODLEK72,-7406052911431001360,ball,1,rzminus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_115/025.png
411,None of the Above,3PKJ68EHEQVRYZULECRHY01VLLEHJ3,3Z4AIRP3CACKCSCPJT8ZM6PPJK11XE,A22VGT2F28LTWC,7436937549035509864,ball,1,rzminus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_127/025.png
412,None of the Above,3FI30CQHWNI5JRCSU1NW3LTS42S6B9,3JNQLM5FT8LW1JDWOE5PGV475IKL2B,A3FPKH2F4IACUQ,-782152623808081222,ball,1,rzminus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_133/025.png
413,None of the Above,3YD0MU1ND50J4HL57XSSEO9IHVQ7AD,3YOH7BII0D6UE4TGRODZ30O3DGRVK9,AYS8A6E6H121A,2305206799825336779,ball,1,rzminus,139,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzminus_139/025.png
414,None of the Above,3LXX8KJXQZ8CK43ZWDVUTFKT12I9OQ,3MMN5BL1W335SJR0SQK9ZIOOB1V3MR,AX7K5UODLEK72,7196529223170035576,ball,1,rzplus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_001/025.png
415,None of the Above,3CESM1J3FL2X7UA3PSJSQZ6DE37W6C,32AT8R96GP8SP8HOR7CWY0DUF2BSUB,AX7K5UODLEK72,-3854517880016389939,ball,1,rzplus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_007/025.png
416,None of the Above,3UQVX1UPGVGGH3QH9JE4TRGXXTT202,324G5B4FB77QQOLG5X01E2TRD0M07O,A3FPKH2F4IACUQ,-7819129093159317562,ball,1,rzplus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_013/025.png
417,Airplane,3HXK2V1N5NEDS712NL37EJ3D4AG2G3,3TVRFO09GOEX2ZGTC3QI6LY3HQHLXF,AX7K5UODLEK72,-5260216343631413466,ball,1,rzplus,25,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_025/025.png
418,None of the Above,36FFXPMSUCN5ZALIUPJM6WIHKFOHOM,3ZV9H2YQQH61XVLEWSQW8GQF82RW3Q,AGQKBH53S12SZ,7410839907264817830,ball,1,rzplus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_031/025.png
419,None of the Above,35XW21VSWJDMJYW1SRFTITLPYL1LSV,3OB0CAO74LOKG8NDQEXMX7C52FHHYP,AX7K5UODLEK72,4366327696239577090,ball,1,rzplus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_037/025.png
420,None of the Above,3YOAVL4CB3GNM2BUHRAKS5GHZE74ZR,30IQTZXKAO5K53R7NA4Z816FESOX00,AX7K5UODLEK72,-8939584122304547527,ball,1,rzplus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_049/025.png
421,None of the Above,34R3P23QIV0D4JUKLBAWNQV3NHQWHG,369J354OFH94XSIW0PKCTGGBP6Z6G6,AX7K5UODLEK72,-8342039674360243183,ball,1,rzplus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_055/025.png
422,None of the Above,3OEWW2KGRMAONUGG8T0WFB3JSNVDO9,3EG49X351YBFJEDMPZKGH2G6RUS6XQ,A22VGT2F28LTWC,-7362558695566498174,ball,1,rzplus,67,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_067/025.png
423,None of the Above,3CKVGCS3QJ49M27F3YTAK9T1VNS0S3,3HMIGG0U4P5RNXMKNA3GKUJ60XF8YS,AX7K5UODLEK72,-7373257868856708991,ball,1,rzplus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_073/025.png
424,None of the Above,3RTFSSG7UB5FQFDACWPUFIOA4YXLWA,39GXDJN2OXDAJ3RFIZGWDVFCHFQ8VT,AX7K5UODLEK72,2907618901964678294,ball,1,rzplus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_085/025.png
425,None of the Above,34R0BODSQ4Y77QOYZ9FHCNLDB4RE5Y,3VFJCI1K43YXJBGGSDNA4B77KSDGRB,AX7K5UODLEK72,7975904654861696459,ball,1,rzplus,91,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_091/025.png
426,None of the Above,31D0ZWOD1DY5M6LLMY7JZ9ZV9HLA0H,3UXUOQ9OKIWMR1JYXZXU3854MMX7AL,AX7K5UODLEK72,-2796409139623034445,ball,1,rzplus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_103/025.png
427,None of the Above,3VDVA3ILJGE63MJ64H3T90T8C441GN,3I7DHKZYGRZ20OMNKM4PJP2ZSWH5FJ,AX7K5UODLEK72,5618534043285556146,ball,1,rzplus,109,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_109/025.png
428,None of the Above,3G5RUKN2FF2U2J3NVYVHEQKOBSCN9O,3LWJHTCVCGLRTA5L4ESSH0XQNRRQF1,AYS8A6E6H121A,2258524367395089607,ball,1,rzplus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_115/025.png
429,None of the Above,3Y40HMYLM4HXY55UVFDH8OY0QRVUX5,3CTOC39K3BPXSUM2R5A7W78NB877JE,AGQKBH53S12SZ,1807691392982872256,ball,1,rzplus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_127/025.png
430,None of the Above,335HHSX8DG4EVDUT4G56V26IG1IHDQ,3FFJ6VRIL5NNF82COO4Y5RJ0QFII0J,AX7K5UODLEK72,6798963617186059392,ball,1,rzplus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_133/025.png
431,None of the Above,3P888QFVY6TIC3KLDF6GFAAIB2MQOT,3TE3O85734774H89TY2L27D6BAT2R2,AYS8A6E6H121A,-4395821026552566818,ball,1,rzplus,139,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/01/rzplus_139/025.png
432,Ball,3OKP4QVBQ5W2XAW600WMK1MBGY8AGI,3CN4LGXD51NQ4WZIB7D33I31XAIY47,AX7K5UODLEK72,7222282498716418160,ball,7,rxminus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_001/025.png
433,Ball,3SD15I2WE5T0GW8FF88QL2VGGAE36E,3NKQQ8O3924MNJY6UHH731RUEZGUDY,AX7K5UODLEK72,4788178069813521735,ball,7,rxminus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_007/025.png
434,Ball,371DNNCG571SJRPXN2BFNTV5G4G8TL,3B2X28YI30E86BALK3SYS5PE8SE6BT,AGQKBH53S12SZ,-7970921836385464818,ball,7,rxminus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_013/025.png
435,None of the Above,3511RHPAEYDAIJWOD2FOSJGTCJHRLC,34YB12FSQ2N6MV3ON5RTICDXE5BGMK,AX7K5UODLEK72,-689838269313295194,ball,7,rxminus,25,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_025/025.png
436,Car,3YCT0L9ONP8C7YZM44V8VLPE3G0NSY,3QIYRE09Y7GF0YYLHNLQO4YRH5EN11,A22VGT2F28LTWC,6681481520015485473,ball,7,rxminus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_031/025.png
437,None of the Above,3X0EMNLXFSOS2BS3EED5AXEG2ZVVP7,3A1COHJ8NNU512WVDAZSYUO39Z18HN,A22VGT2F28LTWC,-8429399721126953030,ball,7,rxminus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_037/025.png
438,Ball,3ZRKL6Z1FB26X6I0H0ID51GH24GGSL,3SITXWYCNZ8LPQUHLQ1OSI2Y6XSBXA,AX7K5UODLEK72,-8750700912134324750,ball,7,rxminus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_049/025.png
439,Ball,3W5PY7V3VS6DKUKAOCV5K0WYBHSYJK,3URFVVM169HPQK32MZ64UTAX2HSUZZ,AX7K5UODLEK72,417348418281960502,ball,7,rxminus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_055/025.png
440,Ball,3D1TUISJXLZ08AGZWTDG5EBL2ERIUT,3GD6L00D3WW9IGDL5M6QBP9RCF91MK,A34RGSBBFQ6HI1,-9133691783460929322,ball,7,rxminus,67,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_067/025.png
441,None of the Above,33KMQD9OGMD1LFN70UG84X7SGNK77M,3A9AA95AT0LER1BHYP0UVJG3T1P5P4,A3FPKH2F4IACUQ,-5924011956288819163,ball,7,rxminus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_073/025.png
442,Mug,3538U0YQ2ITWZP1QG1BUF88T99G3FG,3NG53N1RLZIXEJUJWN7X73QUVRTP8T,A3FPKH2F4IACUQ,304459380803248321,ball,7,rxminus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_085/025.png
443,Ball,3AQN9REUUIF0H8KIEG9UH21L6XVDYL,3GNA64GUZI3ZRDCWY2FJVO6DYX95QT,AGQKBH53S12SZ,-194950921011171132,ball,7,rxminus,91,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_091/025.png
444,Ball,3WA2XVDZFPG3QUOC4SPM4TZD7Z5E6H,3U5JL4WY5O814R986BR1K4WSW5M4X8,AX7K5UODLEK72,-1866923458231193412,ball,7,rxminus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_103/025.png
445,Ball,3OZ4VAIBF0EWG0P5J18LD1S4T0SJVY,3YZ8UPK3VXLCIRSSULMWJV9CU0QUCN,AX7K5UODLEK72,-3137003143458335976,ball,7,rxminus,109,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_109/025.png
446,None of the Above,3WJGKMRWWL8NE5JDIOR5KB9239EDCE,3SKRO2GZ75QESSDIKATAWCHNOCK1KQ,AX7K5UODLEK72,380694915562177552,ball,7,rxminus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_115/025.png
447,Ball,3VQTAXTYO6KQL22TQJLZJR787OABUG,3FFJ6VRIL5NNF82COO4Y5RJ0RG6I0A,A3FPKH2F4IACUQ,7426755725517260696,ball,7,rxminus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_127/025.png
448,Ball,3087LXLJ7PF0IX2TXETBDAAM6XWF0X,3KKG4CDWKMXB3VRA3VLN41AAO1B947,AX7K5UODLEK72,-6309188433948262753,ball,7,rxminus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_133/025.png
449,None of the Above,3WPCIUYH2D740MLO4AMV9L96RVFTDE,3IJXV6UZ11IBF2MBI1NDPNKN063IR6,AX7K5UODLEK72,-334290532740004978,ball,7,rxminus,139,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxminus_139/025.png
450,Mug,3WKGUBL7T2L3HDUQ2QJBKQ5JK5Z4L8,3I02618YA45VCG1WZQ823V8JSILUPE,A3FPKH2F4IACUQ,-927561495957524098,ball,7,rxplus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_001/025.png
451,Ball,3OPLMF3EV8MP3L4WKVY7JZBJBMULNK,3HFNH7HEMLDX7A1GFYYAZLX2P7WQG8,AX7K5UODLEK72,-8887598439051120348,ball,7,rxplus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_007/025.png
452,Ball,37SOB9Z0TVWIZHBM2CESALDD652L33,3PW9OPU9PUJJBC9SV4N6WGVT6BS21W,AGQKBH53S12SZ,5545992333663642461,ball,7,rxplus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_013/025.png
453,Ball,3YGYP13654806JZ9PFV35BKIHEHNRA,3DH6GAKTY2O67TN7W03TXEGAY5IYZG,AX7K5UODLEK72,6152246301012697123,ball,7,rxplus,19,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_019/025.png
454,None of the Above,3LVTFB9DF8HUKQ3NPWT8A11GKGTQG4,3TGOYF9911L84L9SGC7WD1VI0YVUUQ,A22VGT2F28LTWC,-4288335543191349181,ball,7,rxplus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_031/025.png
455,Ball,3XJOUITW9XQYPVPT9WSF9KG5AA4TQJ,3K3R2QNK8F2AKTLPI1C5H584OFL9UJ,A3FPKH2F4IACUQ,-8092622192080712379,ball,7,rxplus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_037/025.png
456,Ball,3ZTE0JGGDHREI2A28X5LV5L17NLCOA,308Q0PEVBCC5B2QPOKNRY2KTUKJI95,AX7K5UODLEK72,-7809840283876806284,ball,7,rxplus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_049/025.png
457,Ball,3H781YYV7WH9SSZO05XFF3RRR7GETS,3VSOLARPKF8QLZ863HG4UWI4B2Z939,AX7K5UODLEK72,-2996877719090308870,ball,7,rxplus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_055/025.png
458,Ball,33EEIIWHLA6D2NTIERSUA24Q7VJVQ0,3EJPLAJKEQF4O9D1QH81ENWH0WLZ6G,A3FPKH2F4IACUQ,1091327200540349788,ball,7,rxplus,61,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_061/025.png
459,Ball,309D674SI2KUZ8LT4S0ZPLL20O2CB6,354GIDR5ZF5C8DLWKYFSZNJ45MF00N,A3FPKH2F4IACUQ,-4468253222820319047,ball,7,rxplus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_073/025.png
460,Ball,337F8MIIN2CQKH54DXXSM6DVH7O04V,3Z3ZLGNNSMTWDYPSKJRQGR8TK1MQ3S,A3FPKH2F4IACUQ,85607484403737233,ball,7,rxplus,79,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_079/025.png
461,Ball,3AA88CN99S28VEQS6XVHLFWBQ6UKY7,3UN61F00H0OZ3ERWBH4J0EGIVKZR57,A3FPKH2F4IACUQ,-8348669164036981763,ball,7,rxplus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_085/025.png
462,Ball,34YWR3PJ3B9HIJTEX8ZXJHATA2TX07,3AZHRG4CU8J8P5KT3LXB1LHB8YX30J,AX7K5UODLEK72,4138129498860625959,ball,7,rxplus,97,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_097/025.png
463,Ball,3DWNFENNF6UXMN6QZ57Y4BSRGGUJ4L,3VZLGYJEYP9H7OXXR4HRE091X0DXZ1,AYS8A6E6H121A,-2699010949886165529,ball,7,rxplus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_103/025.png
464,Ball,39I4RL8QHMG1VHB0B54DSYCC3OPH4D,36W0OB37H0DKLYXIM0Z5BEL789NHZI,AGQKBH53S12SZ,5503346607846527462,ball,7,rxplus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_115/025.png
465,Ball,3VMHWJRYIYF8FN840QIIMOXXG4HFXS,3GLB5JMZF1U3I1XBACSQZMQ35RODG4,AX7K5UODLEK72,-6294700712460592978,ball,7,rxplus,121,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_121/025.png
466,Ball,3FDWKV9VDQ1M4T6QH8B8X7I2JNDUMN,3EJPLAJKEQF4O9D1QH81ENWH0WJZ6E,AX7K5UODLEK72,1871828011883426541,ball,7,rxplus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/ball/test/07/rxplus_127/025.png
